age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
48,1,85341,13,2,9,0,4,1,0,0,45,38,0
37,5,119929,9,2,2,0,4,1,0,0,40,38,0
27,3,58654,11,5,0,4,4,0,0,0,40,38,0
22,3,136767,9,2,2,0,4,1,0,0,30,38,0
28,3,199998,9,5,7,1,4,0,0,0,25,38,0
27,3,182843,9,0,7,4,4,1,0,0,40,38,0
30,3,75755,11,2,9,0,4,1,0,0,40,38,0
26,6,180886,14,2,9,0,4,1,0,0,30,38,0
19,3,164123,7,4,7,1,2,1,0,0,40,38,0
38,3,167440,13,2,13,0,4,1,4508,0,40,38,0
40,3,83508,13,2,12,5,4,0,0,0,20,38,0
21,6,173324,10,4,7,3,2,1,0,0,20,38,0
46,4,67725,13,2,3,0,4,1,0,0,10,38,0
30,3,99928,13,4,11,1,4,0,0,0,40,38,0
23,3,91189,10,2,12,0,4,1,0,0,40,38,0
44,4,220230,9,2,7,0,2,1,0,0,48,38,0
25,3,265618,9,5,10,3,2,1,0,0,40,38,0
24,3,206891,9,4,0,1,4,0,0,0,40,38,0
33,3,217962,10,4,6,4,2,1,0,0,40,41,0
40,3,132222,9,4,7,1,4,1,0,0,40,38,0
37,3,61518,9,2,11,0,4,1,0,0,50,38,0
24,3,293324,9,2,6,0,4,1,0,0,40,38,0
20,5,54152,10,4,2,1,4,0,0,0,35,38,0
37,3,348796,13,0,7,1,4,1,0,0,40,38,0
60,3,63296,14,0,9,2,2,1,0,0,40,38,0
58,5,157786,9,2,3,0,4,1,0,0,40,38,0
48,3,193188,11,2,2,0,4,1,0,0,40,38,1
90,3,225063,9,2,2,0,1,1,0,0,40,34,0
36,3,156352,5,4,5,3,4,1,0,0,40,38,0
31,5,113752,10,2,2,0,4,1,0,0,50,38,0
35,1,190964,13,2,2,0,4,1,0,0,40,38,0
21,3,522881,11,4,3,2,4,1,0,0,40,25,0
19,3,100009,9,4,2,1,4,0,0,0,40,38,0
73,5,214498,4,2,4,0,4,1,0,0,12,38,0
81,5,123959,13,6,9,1,4,0,0,1668,3,17,0
45,6,127089,14,0,3,1,4,1,0,0,45,38,0
20,3,436253,10,4,7,3,4,1,0,0,35,38,0
23,4,201682,13,4,0,3,4,0,0,0,35,38,0
41,1,90692,9,0,9,4,1,0,0,0,40,38,0
65,3,173483,13,0,9,1,4,0,0,0,35,38,0
43,3,316183,4,2,6,0,4,1,0,0,40,38,0
43,3,166740,10,0,0,1,4,1,0,0,48,38,0
37,3,207066,14,2,9,0,4,1,0,0,70,38,0
45,6,94754,14,2,0,0,4,1,0,0,40,18,0
21,3,92898,9,4,0,3,4,0,0,0,40,38,0
50,3,274528,10,2,11,0,4,1,0,0,40,38,0
29,3,256956,11,4,6,1,4,1,0,0,40,38,0
54,3,20795,9,0,10,1,4,1,0,0,40,38,0
41,3,347653,10,2,13,0,4,1,0,0,50,38,0
35,5,140854,9,2,2,0,4,1,0,0,40,38,0
39,1,174597,13,2,2,0,4,1,0,0,42,38,0
48,3,207120,10,2,9,0,4,1,0,0,40,38,0
53,3,276515,13,4,3,3,4,1,0,0,40,4,0
23,3,151910,13,4,6,3,4,0,0,1719,40,38,0
50,3,138022,10,2,9,0,4,1,0,0,40,38,0
25,1,77698,10,4,0,4,2,0,0,0,40,38,0
61,3,185152,7,6,7,1,2,1,0,0,40,38,0
29,3,364986,13,2,3,0,4,1,0,1628,47,38,0
18,3,152508,7,2,11,5,3,0,0,0,20,38,0
57,3,104996,10,4,2,1,4,1,0,0,42,38,0
51,3,41414,5,4,7,1,2,0,0,0,40,38,0
21,3,342575,10,4,11,3,2,0,0,0,35,38,0
22,8,261881,7,4,14,2,2,0,0,0,15,38,0
24,3,167316,9,4,5,1,4,0,0,0,30,38,0
39,3,158592,10,4,11,3,4,1,0,0,40,38,0
23,6,186634,13,4,0,1,4,1,0,0,16,38,0
35,3,243409,10,2,13,0,4,1,0,0,40,10,0
23,3,216811,9,4,0,3,4,0,0,0,16,38,0
23,4,214542,10,4,9,1,4,1,0,0,50,38,0
38,3,43712,9,2,0,0,4,1,0,0,55,38,0
27,3,367329,11,2,4,0,4,1,0,0,40,38,0
21,3,388946,10,5,5,1,4,0,0,0,40,38,0
50,3,24790,9,2,2,0,4,1,0,0,40,38,0
40,3,141583,6,4,7,4,2,0,0,0,40,38,0
51,3,254230,10,2,3,0,4,1,0,0,40,38,1
42,3,113461,9,0,6,1,4,1,0,0,40,38,0
20,3,95989,10,4,11,3,4,0,0,0,35,38,0
43,0,222756,14,2,2,0,4,1,0,0,40,38,0
48,3,235108,9,2,6,0,4,1,0,0,40,38,0
29,3,136277,6,4,7,3,2,0,0,0,32,38,0
23,3,148948,7,2,5,0,4,1,0,0,40,38,0
56,3,178202,10,2,6,0,4,1,0,0,40,38,0
21,3,170273,10,4,9,3,2,0,0,0,40,38,0
32,3,183801,9,0,2,3,4,1,0,0,40,38,0
22,3,215074,10,2,7,0,0,1,0,0,40,38,0
24,3,239663,10,2,0,0,4,1,0,0,15,38,0
21,4,153516,10,4,2,3,4,1,0,0,40,38,0
20,3,68358,10,4,0,3,4,0,0,0,12,38,0
38,5,238980,10,4,11,1,4,1,0,0,60,38,0
37,5,177974,9,2,4,0,4,1,3942,0,99,38,0
35,3,191628,10,2,9,0,4,1,0,0,40,38,0
24,3,259351,10,4,2,4,0,1,0,0,40,25,0
20,0,55233,10,4,0,2,4,0,0,0,40,38,0
21,3,50341,10,4,0,1,4,0,0,0,38,38,0
24,3,198259,9,4,11,3,4,0,0,0,30,38,0
49,1,116892,13,0,9,1,2,0,0,0,40,38,0
47,5,173613,10,0,3,1,4,0,0,0,65,38,0
40,5,458168,13,2,9,0,4,1,0,0,60,38,0
20,3,138994,9,4,11,3,1,0,0,0,40,39,0
58,3,127264,6,2,2,0,4,1,0,0,50,38,0
28,0,381789,13,4,9,1,4,1,0,0,50,38,0
24,3,295073,9,4,5,1,2,1,0,0,50,38,0
50,1,97449,10,2,10,0,4,1,0,0,48,38,0
32,3,265638,10,2,10,0,2,1,0,0,60,38,0
49,3,411273,6,0,6,1,2,1,0,0,40,38,0
24,3,189749,7,2,2,0,4,1,0,0,40,38,0
24,3,192766,9,2,5,0,4,1,0,0,40,38,0
43,5,355856,13,2,3,0,1,1,0,0,50,29,0
31,3,83413,9,4,11,3,4,1,0,0,40,38,0
55,3,183580,10,2,2,0,4,1,0,0,38,38,0
69,1,142297,6,2,0,5,4,0,0,0,17,38,0
36,3,280570,10,2,2,0,4,1,0,0,45,38,0
29,3,115549,9,2,13,0,4,1,2635,0,40,38,0
35,3,165930,10,2,2,0,4,1,0,0,40,38,0
36,3,109133,10,4,3,1,4,1,0,0,40,38,0
26,3,187577,11,4,11,1,4,1,0,0,55,38,0
30,5,79303,11,2,4,0,4,1,0,0,60,38,0
38,3,229180,13,4,3,4,4,0,0,0,40,4,0
23,3,117583,9,4,2,3,4,1,0,0,40,38,0
33,3,168030,9,0,7,4,4,0,0,0,32,38,0
32,3,281540,10,2,12,0,4,1,0,0,50,38,0
49,3,218676,10,2,6,0,4,1,0,0,43,38,0
28,3,176137,9,4,7,3,4,0,0,0,32,38,0
50,3,132465,2,3,7,1,4,1,0,0,40,25,0
23,3,168997,10,4,3,3,4,1,0,0,40,38,0
59,8,102058,2,2,14,0,4,1,0,0,45,31,0
44,3,212888,13,0,3,4,4,0,0,0,45,38,0
47,3,344916,12,0,13,1,2,1,0,0,40,38,0
21,3,163595,10,4,7,3,4,1,0,0,35,38,0
25,3,164488,13,4,12,1,4,1,0,0,40,38,0
17,3,216137,7,4,11,3,4,0,0,0,8,38,0
21,3,542610,9,4,13,2,2,1,0,0,40,38,0
33,4,239018,16,2,9,0,4,1,0,0,60,38,0
28,3,165030,10,4,3,1,4,0,0,0,50,38,0
45,3,187666,11,6,3,1,4,0,0,0,45,38,0
46,1,297759,10,0,12,1,4,0,0,0,40,38,0
32,5,295010,10,5,7,4,4,0,0,0,40,38,0
34,5,426431,13,2,2,0,4,1,0,0,40,38,0
45,3,213620,9,4,7,3,4,0,0,0,40,38,0
22,3,156822,6,4,11,1,4,0,0,1762,25,38,0
48,3,30289,6,2,2,0,4,1,0,0,30,38,0
22,3,152878,9,2,13,0,4,1,0,0,40,38,0
35,3,285020,9,4,2,1,4,1,0,0,40,38,0
34,3,349169,14,2,2,0,4,1,0,0,40,25,0
74,5,206682,10,2,9,0,4,1,0,1648,35,38,0
19,3,39477,9,4,5,3,4,1,0,0,40,38,0
27,3,200610,9,2,6,0,4,1,2580,0,40,38,0
40,3,101272,9,0,0,1,4,0,0,0,32,38,0
27,3,253814,10,4,0,1,4,0,0,0,40,38,0
43,3,343121,10,0,7,1,4,0,0,0,30,38,0
47,5,216657,9,2,4,0,4,1,0,0,60,38,0
22,3,167787,9,4,7,1,4,0,0,0,40,38,0
24,3,229826,13,4,13,3,4,1,0,0,20,38,0
44,3,191268,9,4,0,1,4,0,0,0,43,38,0
47,3,202322,3,2,5,0,4,1,0,0,40,25,0
29,5,337944,7,5,13,1,4,1,0,0,60,38,0
63,3,163809,10,6,11,1,4,0,0,0,20,38,0
39,0,116608,9,0,0,4,4,0,0,0,40,38,0
23,3,201138,10,4,0,1,4,0,0,0,8,38,0
28,3,99838,13,4,3,1,4,1,0,0,38,41,0
20,3,205970,10,4,2,3,4,0,0,0,25,38,0
23,3,189203,9,4,11,1,4,1,0,0,40,38,0
49,3,239865,7,2,13,0,4,1,0,0,40,38,0
83,3,186112,10,4,3,1,4,0,0,0,40,38,0
27,3,118799,9,0,0,1,4,0,0,0,40,38,0
39,3,185099,9,2,3,0,4,1,0,0,40,38,0
68,6,420526,14,6,9,1,4,0,0,0,5,38,0
70,3,405362,4,6,7,4,2,0,0,0,38,38,0
63,3,355459,8,6,8,4,2,0,0,0,35,38,0
26,3,121712,9,4,5,4,4,1,0,0,30,38,0
60,8,147393,13,2,14,0,4,1,0,0,30,38,0
43,3,35210,10,0,0,4,4,0,0,0,40,38,0
41,3,82319,8,2,7,5,4,0,0,0,10,38,0
23,3,189924,10,4,7,3,4,0,0,0,40,38,0
39,3,365465,9,2,2,0,4,1,0,0,40,38,0
39,3,82726,10,2,11,5,4,0,0,0,40,38,0
38,3,278403,13,2,0,0,4,1,0,0,48,38,0
54,3,449257,9,2,4,0,4,1,0,0,40,38,0
25,1,270379,9,4,0,1,2,0,0,0,40,38,0
64,6,152537,13,2,3,0,4,1,0,0,45,38,0
42,5,24763,13,0,2,1,4,1,0,0,65,38,0
23,3,195508,10,4,5,3,4,1,0,0,20,38,0
36,3,410489,13,0,9,1,4,1,0,0,45,38,0
28,3,247445,9,4,0,1,4,1,0,0,40,38,0
23,3,119704,10,5,11,4,4,0,0,0,40,38,0
68,3,224338,11,6,3,1,4,0,0,0,40,38,0
31,3,110083,9,5,3,4,4,0,0,0,40,38,0
49,3,118520,9,0,0,1,4,0,0,0,45,38,0
39,4,241153,14,2,3,0,4,1,0,0,50,38,0
20,0,26585,9,4,7,1,0,0,0,0,25,38,0
52,3,164519,9,6,0,2,2,0,0,0,40,38,0
38,3,111377,10,2,3,0,4,1,0,0,55,38,0
51,3,194259,13,0,12,4,4,0,0,0,40,38,0
51,1,47415,12,2,0,5,4,0,0,1628,30,38,0
21,3,262819,10,4,7,1,4,0,0,0,20,38,0
39,3,175390,9,4,11,4,2,0,0,0,40,38,0
26,3,396482,13,4,11,1,4,0,0,0,48,38,0
17,1,32124,5,4,7,3,2,1,0,0,9,38,0
60,3,239576,14,2,13,0,4,1,0,0,10,38,0
40,3,114157,9,2,6,0,4,1,0,0,40,38,0
24,3,394191,8,4,13,3,4,1,0,0,55,10,0
81,3,364099,10,0,0,1,4,0,0,0,20,38,0
45,3,37987,10,2,11,0,4,1,0,0,45,38,0
56,3,81220,10,4,0,1,4,0,0,0,40,1,0
49,1,204377,7,0,7,3,4,0,0,0,60,38,0
20,3,110998,10,4,0,3,1,0,0,0,30,38,0
27,3,263728,9,2,5,0,4,1,3137,0,50,38,0
66,3,133884,9,6,2,1,4,1,0,0,40,38,0
37,3,231180,9,2,6,0,4,1,0,0,40,38,0
22,4,333197,9,4,3,3,4,1,0,2205,45,38,0
24,6,413345,10,2,9,5,4,0,0,0,50,38,0
33,3,598802,10,0,0,4,2,0,0,0,40,38,0
19,3,292136,10,4,12,1,4,0,0,0,30,38,0
38,3,27016,9,2,4,0,4,1,0,0,43,38,0
39,3,317434,9,2,2,0,4,1,0,0,40,38,0
38,1,123983,13,4,3,4,1,1,0,1741,40,39,0
39,6,122353,13,2,9,0,4,1,0,0,45,38,1
36,5,64875,11,2,12,0,4,1,0,0,60,38,0
38,3,252662,13,0,3,1,4,1,0,0,40,38,0
72,3,132753,10,2,0,0,4,1,0,0,15,38,0
26,3,341353,13,4,7,2,4,1,0,0,15,38,0
42,3,13769,11,0,9,4,4,1,0,0,40,38,0
54,0,35576,10,2,2,0,4,1,0,0,40,38,0
36,5,283122,9,2,4,0,4,1,0,1902,60,38,1
22,3,366139,10,2,12,5,4,0,0,0,40,38,0
21,3,188535,9,4,6,1,4,1,0,0,44,38,0
22,3,282579,9,4,7,4,4,1,0,0,40,38,0
57,1,213975,9,6,7,4,4,0,0,0,30,38,0
35,3,249456,13,4,0,3,2,0,0,0,40,38,0
52,3,102444,4,2,6,0,4,1,0,0,40,38,0
17,3,207791,6,4,5,3,4,1,0,0,20,38,0
33,5,79303,10,2,4,0,4,1,0,0,50,38,0
46,3,83082,12,4,9,1,4,0,0,0,33,38,0
36,3,72375,13,0,9,4,4,0,0,0,45,38,0
46,1,258498,14,0,9,4,4,0,0,0,40,38,0
25,3,194352,13,0,9,1,4,0,0,0,44,38,0
44,3,77313,9,0,0,4,4,0,0,0,40,38,0
35,3,82622,9,0,3,1,4,1,0,0,50,38,0
22,3,186383,9,2,8,5,4,0,0,0,40,38,0
62,3,88579,9,4,0,1,4,0,0,0,38,38,0
32,3,418617,13,4,11,1,4,1,0,0,55,7,0
19,3,185097,9,4,5,1,4,0,0,0,37,38,0
41,3,156580,13,4,0,1,4,0,0,0,35,5,0
42,5,200574,15,4,9,1,4,1,0,0,38,38,0
58,5,98361,9,2,2,0,4,1,0,0,40,38,0
43,3,111949,9,2,7,5,4,0,0,0,35,38,0
53,5,257940,4,2,6,0,4,1,0,0,40,38,0
46,3,272792,13,0,2,1,2,0,0,0,40,38,0
45,3,241350,9,4,13,1,4,1,0,0,40,38,0
18,3,189924,9,4,11,3,4,0,0,0,24,38,0
28,3,167737,13,6,7,3,4,1,0,1974,50,38,0
30,3,342709,9,2,12,0,4,1,0,0,40,38,0
44,5,234885,9,2,11,5,4,0,0,0,40,38,1
20,3,119742,9,4,9,3,4,0,0,0,35,38,0
53,5,197014,9,4,2,1,4,1,0,0,35,38,0
36,3,257250,9,2,11,0,4,1,0,0,35,38,0
33,3,34748,9,2,0,5,4,0,0,1887,20,38,1
29,3,195557,12,0,5,1,4,0,0,0,40,38,0
17,3,25051,6,4,7,3,4,1,0,0,16,38,0
63,5,26904,9,2,4,0,4,1,0,0,98,38,0
33,3,31481,13,3,7,4,4,0,0,0,24,38,0
21,3,37482,10,4,7,3,4,0,0,0,20,38,0
24,0,283918,10,0,0,4,2,0,0,0,25,38,0
30,5,55912,13,2,11,0,4,1,0,0,50,38,0
68,1,31725,9,2,4,0,4,1,0,0,40,38,0
49,3,255466,10,0,0,1,4,0,0,0,60,38,0
30,1,99502,11,0,10,4,0,0,0,0,40,38,0
28,3,162343,9,4,7,1,4,1,0,0,40,32,0
37,3,29660,12,0,0,1,4,0,0,0,40,38,0
29,1,249932,7,4,5,3,2,1,0,0,40,38,0
35,3,161141,9,2,6,0,4,1,0,0,40,38,0
39,4,218184,5,2,3,0,4,1,0,1651,40,25,0
34,3,175878,9,2,11,0,4,0,0,0,40,38,0
18,3,120599,7,4,0,4,4,1,0,0,40,38,0
60,3,85815,9,2,2,0,1,1,0,0,40,38,0
60,5,235535,9,2,3,0,4,1,0,0,48,38,0
20,3,151780,11,4,11,1,2,0,0,0,35,38,0
36,4,176900,10,3,0,4,4,0,0,0,25,38,0
29,3,179008,9,2,4,0,4,1,0,0,55,38,0
35,6,483530,10,0,12,4,4,0,0,0,40,38,0
28,3,79874,11,4,6,1,4,1,0,0,40,38,0
39,3,370795,9,4,0,4,2,0,0,0,40,38,0
46,3,169042,6,4,7,1,4,0,0,0,25,6,0
66,3,86010,6,6,13,1,4,0,0,0,11,38,0
33,3,175412,5,0,2,4,4,1,114,0,55,38,0
30,3,211840,10,5,11,4,2,0,0,0,16,38,0
49,3,123584,7,2,13,0,4,1,0,0,75,38,0
27,3,98769,13,4,11,1,4,1,0,0,45,38,0
32,3,352089,9,0,0,1,4,0,0,0,38,38,0
43,3,86750,11,2,2,0,4,1,0,0,99,38,0
23,6,502316,13,4,9,1,4,0,0,0,40,38,0
38,3,163204,9,2,13,0,4,1,0,1740,40,38,0
30,3,180765,7,0,7,4,4,0,0,0,32,38,0
26,5,213258,9,0,4,4,4,1,0,0,65,38,0
36,3,132879,2,2,5,0,4,1,0,0,40,21,0
33,1,27959,9,4,7,4,0,1,0,0,40,38,0
46,3,154940,10,0,11,4,4,0,0,0,40,38,0
70,5,177806,11,2,4,0,4,1,0,0,40,38,0
27,0,285432,12,4,13,1,2,1,0,0,40,38,0
29,3,242597,13,4,12,1,4,1,0,0,40,38,0
41,3,226608,2,2,6,0,4,1,0,0,40,25,0
30,5,55176,9,2,2,0,4,1,0,0,30,38,0
24,3,32921,10,4,4,3,4,1,0,0,50,38,0
20,3,121596,10,4,7,3,4,0,2907,0,35,38,0
59,3,128258,9,0,0,4,4,0,0,0,38,38,0
25,3,356017,7,4,7,1,4,1,0,0,99,38,0
38,5,197365,9,2,12,0,4,1,0,0,50,38,0
26,3,266022,10,2,11,0,4,1,0,0,50,38,0
28,3,215873,6,4,6,3,2,1,0,0,45,38,0
17,4,61838,6,4,2,3,4,1,0,0,40,38,0
48,3,193451,6,2,6,0,4,1,0,0,40,38,0
19,3,143404,9,4,6,3,4,1,0,0,30,38,0
50,3,91475,9,2,13,0,4,1,0,0,40,38,0
34,3,143526,9,4,6,1,4,1,0,0,40,38,0
25,1,202300,10,4,0,3,4,0,0,0,40,38,0
21,3,301408,10,4,11,3,4,0,0,1602,22,38,0
20,3,133061,10,4,13,2,4,1,0,0,40,38,0
55,5,147098,5,2,2,0,4,1,0,0,50,38,0
40,3,140559,9,2,8,5,4,0,0,0,45,38,0
18,3,138266,9,4,0,3,4,0,0,0,25,38,0
43,3,161226,13,2,6,0,0,1,0,0,40,38,0
54,3,186224,9,2,2,0,4,1,0,0,40,38,0
33,3,256362,10,4,7,1,4,1,0,0,35,38,0
25,3,220931,13,4,9,1,4,1,0,0,43,28,0
44,3,263871,9,2,2,0,4,1,0,0,40,38,0
30,3,195488,9,4,8,3,4,0,0,0,40,12,0
28,3,566066,10,4,0,1,2,0,0,0,45,38,0
62,3,82906,13,2,3,5,4,0,4064,0,35,8,0
45,3,155093,6,0,7,1,2,0,0,0,38,5,0
62,3,176839,13,2,12,0,4,1,0,0,38,38,0
41,3,332703,9,0,0,1,3,0,0,625,40,38,0
40,3,303291,10,2,7,5,4,0,0,0,35,38,0
55,3,381965,13,2,2,2,4,1,0,0,40,38,0
21,3,70261,10,4,7,3,4,1,0,0,30,38,0
32,3,97281,10,4,3,3,4,1,0,0,40,38,0
35,3,240467,9,3,0,4,2,0,0,0,40,38,0
25,3,123586,10,4,0,4,3,1,0,0,40,38,0
55,3,183884,9,0,2,1,4,1,0,0,45,38,0
40,3,176286,9,2,2,0,4,1,0,0,40,38,0
41,5,141327,14,0,9,4,4,0,0,0,35,38,0
67,3,192995,9,6,0,4,4,0,6723,0,40,38,0
41,3,142579,13,6,11,4,2,1,0,0,50,38,0
67,6,160158,10,2,4,0,4,1,0,0,8,38,0
35,5,216256,5,2,2,0,4,1,0,0,50,38,0
69,3,168139,9,2,11,5,4,0,0,0,40,38,0
41,6,101603,11,2,2,0,4,1,0,0,40,38,0
20,3,117210,9,4,5,3,4,1,0,0,40,38,0
57,3,182028,12,6,0,1,4,0,0,0,35,38,0
62,1,115023,10,2,6,0,4,1,0,0,40,38,0
54,3,209947,7,2,13,0,4,1,0,0,42,38,0
18,8,149343,9,4,14,3,4,0,0,0,3,38,0
21,3,214716,10,4,0,3,4,0,0,0,10,38,0
31,3,164190,6,2,13,0,4,1,0,0,40,38,0
31,3,221167,13,6,7,1,4,0,0,0,30,38,0
23,3,199419,10,4,0,3,4,0,0,0,20,38,0
47,0,160646,11,2,0,5,4,0,0,0,35,38,0
26,3,371556,10,4,0,1,4,0,0,0,40,38,0
34,3,183473,9,0,13,3,4,0,0,0,40,38,0
23,3,410446,9,4,2,3,4,1,0,0,40,38,0
46,6,312015,9,4,7,1,2,0,0,0,40,38,0
25,3,330850,9,2,10,0,4,1,0,0,70,38,0
31,3,78662,9,5,11,4,4,0,0,0,40,25,0
35,6,190895,9,2,2,0,4,1,0,0,40,38,0
33,5,127894,15,2,9,0,4,1,0,0,60,38,1
28,3,398220,3,4,2,2,4,1,0,0,40,25,0
49,3,123681,12,5,11,4,4,1,0,0,35,38,0
66,5,212456,9,6,2,1,4,1,0,0,20,38,0
47,3,73394,10,2,3,5,4,0,0,0,50,38,0
24,3,22201,9,2,10,0,1,1,0,0,40,36,0
17,3,89821,7,4,7,3,4,1,0,0,10,38,0
33,3,130215,10,2,5,0,2,1,0,0,35,41,0
22,3,123876,10,4,7,3,4,0,0,0,20,38,0
30,3,213722,9,4,5,3,4,1,0,0,40,38,0
27,3,152951,9,4,6,3,4,1,0,0,40,38,0
32,3,390157,13,4,9,1,2,0,0,0,40,38,0
42,3,29320,13,2,9,0,4,1,0,0,40,38,0
18,3,301867,9,4,11,3,0,0,0,0,20,38,0
55,4,189933,9,2,3,0,4,1,0,0,45,38,0
31,3,118161,9,2,7,0,4,1,0,0,40,38,0
30,3,165686,13,4,7,1,4,0,0,0,40,38,0
38,3,197077,9,2,7,0,4,1,0,0,40,38,0
67,1,330144,11,2,10,0,4,1,0,0,18,38,0
38,6,462832,10,2,3,5,2,0,0,0,40,37,0
32,1,159187,13,4,9,1,4,1,0,0,35,38,0
29,3,135296,11,4,0,3,4,0,0,0,40,38,0
25,3,419658,9,4,7,3,4,0,0,0,8,38,0
42,5,34722,9,2,11,0,4,1,0,0,60,38,0
48,3,325372,2,2,6,0,4,1,0,0,40,31,0
62,3,273454,4,2,10,0,4,1,0,0,40,4,0
29,1,273771,14,4,9,1,4,1,0,0,45,38,0
49,4,65535,9,2,9,0,4,1,0,0,60,38,0
22,3,372898,10,4,0,3,4,0,0,0,20,38,0
26,3,33610,9,4,2,2,4,1,0,0,60,38,0
42,3,113770,9,2,0,5,4,0,0,0,40,38,0
30,3,58597,9,4,6,3,4,1,0,0,44,38,0
39,3,167882,8,4,7,4,2,0,0,0,48,13,0
27,0,148153,9,2,5,0,1,1,0,0,40,38,0
30,3,145714,11,4,9,1,4,1,0,0,40,38,0
29,0,128553,11,4,0,4,2,0,0,0,40,38,0
22,8,140001,9,4,14,3,4,1,0,0,40,38,0
54,3,200450,10,2,11,0,4,1,0,0,60,38,0
39,3,168894,10,4,0,1,4,0,0,0,40,38,0
32,3,113688,11,0,3,1,4,0,0,0,50,38,0
31,3,206541,10,2,0,0,4,1,0,0,40,38,0
31,3,176711,9,2,13,0,4,1,0,0,38,38,0
21,3,53306,9,4,11,3,4,1,0,0,40,38,0
22,3,110946,10,4,7,1,4,0,0,0,40,38,0
47,3,341762,9,2,6,0,4,1,0,0,40,38,0
56,3,250517,11,2,2,0,4,1,0,0,45,38,0
18,3,244115,7,4,7,3,2,1,0,0,16,38,0
21,3,307371,10,4,10,3,4,1,0,0,15,38,0
29,1,152461,13,4,12,1,4,0,0,0,42,38,0
25,3,198632,10,3,11,1,4,1,0,0,50,38,0
28,6,293628,14,0,9,1,4,1,0,0,10,41,0
44,3,651702,9,2,2,0,4,1,0,0,72,38,0
61,3,163729,9,0,6,1,4,0,0,0,40,38,0
36,5,165855,13,2,11,0,4,1,0,0,40,10,0
34,3,140092,9,4,12,1,4,1,0,0,40,38,0
57,3,289605,5,4,2,1,4,1,0,1617,35,38,0
27,3,125791,13,4,9,2,4,0,0,0,15,38,0
26,3,68991,9,4,7,4,2,1,0,0,40,38,0
34,3,456399,12,4,9,1,4,1,0,0,40,38,0
23,3,259301,9,0,3,4,4,0,0,0,40,38,0
32,5,319280,12,4,11,1,4,1,0,0,80,38,0
40,3,233320,4,5,7,1,4,0,0,0,25,38,0
39,3,229647,13,4,12,1,4,0,0,1669,40,38,0
26,3,165418,12,2,2,0,4,1,0,0,40,38,0
29,3,196243,9,4,6,1,4,0,0,0,40,38,0
42,3,198282,9,2,7,0,4,1,0,0,40,38,0
25,3,242729,13,4,11,3,4,0,0,0,20,38,0
25,3,164488,12,4,3,3,4,1,0,0,45,38,0
19,3,186159,10,4,11,1,4,0,0,0,40,38,0
51,3,914061,9,0,2,1,4,1,0,0,50,38,0
21,0,99199,9,4,0,3,4,1,0,0,36,38,0
29,3,126822,9,2,7,0,4,1,0,0,35,38,0
33,3,202339,7,4,11,4,4,0,0,0,34,38,0
38,5,29430,10,0,6,4,4,1,0,0,40,38,0
32,3,100154,5,2,7,0,4,1,0,0,40,7,0
26,3,330263,9,5,7,1,4,1,0,0,40,38,0
17,3,225507,7,4,5,1,2,0,0,0,15,38,0
22,3,73203,9,4,0,3,4,0,0,0,40,38,0
22,3,167615,9,4,11,4,4,0,0,0,40,38,0
66,3,192504,14,2,11,0,4,1,0,0,40,38,0
36,3,51100,10,2,2,0,4,1,0,0,40,38,0
40,3,140559,9,6,7,4,4,0,0,0,25,38,0
21,3,51047,9,4,0,1,4,0,0,0,25,38,0
22,3,232985,9,4,5,2,4,1,0,0,20,38,0
32,4,196385,7,2,2,0,4,1,0,0,40,38,0
41,1,81054,10,0,3,4,4,0,0,0,25,38,0
24,3,70261,13,2,9,0,4,1,0,0,50,38,0
36,3,150057,13,2,9,0,4,1,0,0,50,38,1
23,1,145112,13,4,9,3,4,0,0,0,43,38,0
34,8,112584,9,5,14,4,4,0,0,0,40,38,0
31,3,34572,11,2,5,0,4,1,0,0,45,38,0
37,3,126708,9,2,0,5,4,0,0,0,60,38,0
77,5,34761,4,2,4,0,4,1,0,0,40,38,0
28,3,146565,9,4,0,1,4,0,0,0,35,38,0
31,3,197252,4,2,7,0,4,1,0,0,40,25,0
32,1,113838,10,2,10,0,4,1,0,0,99,38,0
30,3,425627,10,4,2,2,4,1,0,0,40,25,0
27,3,185127,11,4,3,3,4,1,0,0,40,38,0
53,4,99185,9,2,2,0,4,1,0,0,80,11,0
27,8,95708,7,0,14,1,1,1,0,0,40,38,0
46,3,45288,13,4,7,1,4,1,0,0,40,38,0
43,3,103759,9,2,13,0,4,1,0,0,40,38,0
68,3,161744,6,2,11,0,4,1,0,0,16,38,0
37,3,155064,11,0,9,4,4,0,0,0,40,38,0
20,3,386643,10,4,7,3,4,0,0,0,40,38,0
63,5,78383,9,2,4,0,4,1,0,0,45,38,0
55,1,84564,15,0,9,1,4,0,0,0,39,38,0
56,3,229116,10,4,7,1,4,1,0,0,32,38,0
72,3,183616,9,2,3,5,4,0,0,0,50,8,0
51,4,180195,9,2,11,0,4,1,0,0,50,38,0
33,3,189843,4,2,6,0,4,1,0,0,40,38,0
18,3,192485,8,4,5,3,2,1,0,0,20,38,0
48,3,278039,4,2,6,0,4,1,0,0,40,38,0
38,3,166585,9,4,3,3,4,0,0,0,40,38,0
32,3,198068,9,2,2,0,4,1,0,0,40,38,0
30,5,227429,9,4,3,1,4,1,0,0,45,40,0
