estimate_of_risk,months_since_first_trade,months_since_last_trade,average_duration_of_resolution,number_of_satisfactory_trades,nr_trades_insolvent_for_over_60_days,nr_trades_insolvent_for_over_90_days,percentage_of_legal_trades,months_since_last_illegal_trade,maximum_illegal_trades_over_last_year,maximum_illegal_trades,nr_total_trades,nr_trades_initiated_in_last_year,percentage_of_installment_trades,months_since_last_inquiry_not_recent,nr_inquiries_in_last_6_months,nr_inquiries_in_last_6_months_not_recent,net_fraction_of_revolving_burden,net_fraction_of_installment_burden,nr_revolving_trades_with_balance,nr_installment_trades_with_balance,nr_banks_with_high_ratio,percentage_trades_with_balance,is_at_risk
-9.0,50.369904,16.392824,49.5239,15.0,1.0,0.0,83.98264,14.464418,6.0,6.0,18.0,0.0,47.083233,0.0,0.0,0.0,119.59748,-4.479807,5.0,2.0,10.260231,100.0,0.0
74.0,384.16626,1.0,87.11061,25.0,0.0,0.0,100.0,-7.0,7.0,8.0,34.0,4.0,24.0,21.815224,0.0,0.0,57.92685,57.76126,8.0,4.0,1.0,71.0,0.0
68.0,336.59616,170.94954,223.40068,11.0,1.0,1.0,9.131791,26.90971,6.0,2.6708498,19.0,0.0,30.011774,3.0,0.0,0.0,81.6946,-8.0,1.0,-8.0,2.0,33.0,0.0
85.0,214.16881,4.0,88.54859,15.0,0.0,0.0,95.558846,76.437775,6.0,6.0,19.0,1.0,8.002393,0.0,2.0,2.0,5.0,-8.0,1.0,-8.0,0.0,23.301477,0.0
82.0,367.52734,2.0,151.46075,41.019756,0.0,0.0,100.0,-7.0,7.0,8.0,33.0,3.0,19.0,4.2191715,1.0,1.0,13.6501045,83.06408,7.163948,3.0,1.0,36.74858,0.0
79.0,256.83682,2.0,99.0,18.0,0.0,0.0,82.27303,43.043087,6.0,6.0,10.296795,2.0,52.65501,0.0,0.0,0.0,15.84755,60.28574,4.0,3.0,0.0,86.0,0.0
82.0,299.49115,15.0,105.94169,29.291739,0.0,0.0,100.0,-7.0,7.0,8.0,47.170277,0.0,35.0,2.0,0.0,0.0,9.0,93.78945,3.0,4.0,0.0,60.96954,0.0
64.540306,121.7341,2.0,57.322132,25.0,2.0,2.0,91.0,5.0,4.0,6.0,23.0,2.0,57.696373,0.0,2.0,2.0,86.05607,92.143,3.0,4.0,1.0,78.0,0.0
-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.0
-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.0
79.0,217.89377,5.0,68.358696,30.733274,0.0,0.0,100.0,-7.0,7.0,8.0,33.0,3.0,27.0,0.0,3.0,3.0,0.0,77.97747,3.0,2.0,0.0,56.0,0.0
-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.0
91.0,207.96075,14.0,111.59312,14.0,0.0,0.0,100.0,-7.0,7.0,8.0,10.0,0.0,37.0,20.541153,0.0,0.0,0.0,77.69493,1.0,1.0,0.0,33.0,0.0
87.0,257.64978,28.66289,120.443275,7.9096975,0.0,0.0,100.0,-7.0,7.0,8.0,0.0,0.0,50.0,13.283781,0.0,0.0,0.0,-8.0,1.0,1.0,0.0,63.0,0.0
72.0,177.3821,15.940065,70.69711,7.0,0.0,0.0,100.0,-7.0,7.0,8.0,8.405682,0.0,98.36097,-8.0,0.0,0.0,112.39905,-8.0,1.0,2.0,0.0,100.0,0.0
82.0,161.98749,6.0,71.0,31.0,0.0,0.0,100.0,-7.0,7.0,8.0,33.0,2.0,25.508564,14.499915,0.0,0.0,2.0,74.0,2.0,6.7921863,0.0,33.0,0.0
75.0,143.12755,8.0,72.32162,17.0,1.0,0.0,88.491005,11.92746,6.0,5.1920533,23.0,2.0,42.0,-7.0,0.0,0.0,2.3775952,48.44695,1.0,1.0,0.0,23.43505,0.0
80.0,222.87819,11.0,79.0,15.0,0.0,0.0,100.0,-7.0,7.0,8.0,18.704838,0.0,43.0,14.956687,0.0,0.0,39.539894,92.0,4.0,2.0,1.0,100.0,0.0
82.0,276.4609,3.0,87.36412,26.774239,1.0,0.0,92.48626,7.9452543,6.0,6.0,35.646275,2.0,23.031187,1.0,2.0,2.0,2.0,68.0,3.0,1.0,0.0,40.0,0.0
83.0,171.36024,26.271046,96.0,27.0,0.0,0.0,100.0,-7.0,7.0,8.0,27.0,0.0,18.0,0.0,2.0,2.0,30.221151,40.955845,2.0,2.0,0.0,25.0,0.0
66.37351,199.75648,9.0,71.95052,17.505156,0.0,0.0,76.11204,13.756039,6.0,6.0,18.193735,2.0,15.773893,0.0,1.0,2.0,20.0,-8.0,4.0,1.0,1.6872729,41.99864,0.0
79.34153,293.93152,11.0,157.93497,14.0,0.0,0.0,100.0,-7.0,7.0,8.0,19.0,0.0,30.0,23.991087,0.0,0.0,47.72188,-8.0,3.0,2.0,3.2697926,85.582726,0.0
84.0,228.0204,3.0,129.55916,12.0,0.0,0.0,96.93719,39.461143,6.0,6.0,19.0,2.0,70.12019,10.0,2.0,2.0,-9.0,90.8053,-7.5499263,1.0,0.0,38.0,0.0
86.0,339.54868,18.47225,154.31598,16.0,0.0,0.0,100.0,-7.0,7.0,8.0,11.0,0.0,26.0,-7.0,0.0,0.0,0.30933127,-8.0,4.0,2.0,0.0,67.0,0.0
59.813393,319.12778,3.0,61.991413,26.62273,1.0,0.0,92.0,31.39291,6.0,5.0,28.669088,2.0,60.27224,0.0,1.0,1.0,13.558324,-8.0,7.0,2.0,1.0,83.0,0.0
88.0,595.0378,17.0,100.4732,15.0,0.0,0.0,100.0,-7.0,7.0,8.0,11.949943,0.0,22.0,0.0,0.0,0.0,24.890057,-8.0,1.0,-8.0,0.0,33.0,0.0
83.0,172.72835,4.0,126.74738,25.0,0.0,0.0,100.0,-7.0,7.0,8.0,23.0,2.0,62.489037,-7.0,1.0,1.0,15.469239,86.91235,3.0,4.206398,0.9864467,67.0,0.0
70.65435,188.26967,12.0,90.0,33.524067,0.0,0.0,90.43485,1.0457113,4.0,6.0,27.544666,0.0,43.0,3.1600828,1.0,1.0,3.0,49.33073,2.0,3.0,0.0,67.0,0.0
57.79225,96.09399,8.0,37.881195,14.325221,1.0,1.0,80.723175,7.7906833,3.0,3.0,18.0,1.0,65.85456,0.0,4.0,4.0,83.129265,92.50361,3.0,4.0,1.0,98.49267,0.0
80.89431,191.46292,9.0,80.0,25.0,0.0,0.0,90.0,62.69908,6.0,6.0,21.0,1.0,30.0,0.0,0.0,0.0,14.0,99.15091,3.0,2.0,0.0,45.36449,0.0
79.0,213.72536,2.0,81.713646,32.0,0.0,0.0,100.0,-7.0,7.0,8.0,42.656425,1.0,32.28469,-7.0,0.0,0.0,26.62138,-8.0,4.0,3.0,1.0,58.70788,0.0
67.00423,74.20446,28.534443,55.478848,10.0,1.0,0.0,86.39364,22.187807,6.0,5.0,16.0,0.0,-5.3116865,0.0,0.0,0.0,45.021267,-8.0,4.0,-8.0,1.0,63.0,0.0
91.14899,287.38907,131.62679,171.7637,-9.0,0.0,0.0,100.0,-7.0,7.0,8.0,11.0,0.0,-6.175415,0.0,0.0,0.0,1.9066774,-8.0,2.0,-8.0,0.0,33.0,0.0
77.0,322.3666,3.0,142.91982,18.0,0.0,0.0,88.0,19.880262,6.0,6.0,18.0,2.0,56.743313,0.0,4.930075,4.0,8.0,53.248226,1.0,4.0,0.0,60.0,0.0
87.93407,205.41571,6.0,74.0,18.0,0.0,0.0,100.0,-7.0,7.0,8.0,23.0,1.0,8.123395,-7.0,0.0,0.0,8.315872,-8.0,3.0,1.0,0.0,60.0,0.0
86.0,133.45596,12.0,90.0,13.547956,0.0,0.0,100.0,-7.0,7.0,8.0,2.8167405,0.0,59.536358,0.0,1.0,1.0,9.0,86.00572,1.0,2.0,0.0,75.0,0.0
88.0,182.67572,8.0,125.28889,18.176529,0.0,0.0,100.0,-7.0,7.0,8.0,8.0,1.0,25.0,0.0,0.0,0.0,4.0,-8.0,3.0,1.0,0.0,72.92652,0.0
73.0,157.85918,2.0,76.0,35.0,0.0,0.0,100.0,-7.0,7.0,8.0,32.9755,1.0,24.0,6.1009235,0.0,0.0,79.189095,74.02321,3.0,3.0,1.0,64.091446,0.0
80.0,76.33589,9.0,67.949524,15.0,0.0,0.0,100.0,-7.0,7.0,8.0,17.0,1.0,37.175987,12.176233,0.0,0.0,13.211458,49.98858,2.0,2.0,0.0,50.0,0.0
80.0,129.38254,53.61242,77.0,14.0,0.0,0.0,100.0,-7.0,7.0,8.0,12.0,0.0,47.91033,0.0,0.0,0.0,6.0,-8.0,1.0,2.0,0.0,40.575638,0.0
89.989586,296.95667,24.503107,147.95691,14.0,0.0,0.0,100.0,-7.0,7.0,8.0,12.0,0.0,28.82959,0.0,0.0,0.0,6.0,-8.0,4.174012,1.0,0.0,93.91192,0.0
-9.0,111.83002,7.0,63.015438,10.0,3.0,1.0,26.29351,-7.0,0.02819737,2.0,7.447827,2.0,19.0,22.755705,0.0,0.0,17.0,100.0,2.0,2.0,0.0,50.0,0.0
75.156044,205.70921,23.2962,57.6418,16.986681,0.0,0.0,100.0,-7.0,7.0,8.0,15.0,0.0,35.955383,0.0,3.0,3.0,17.0,78.81886,3.0,2.0,0.0,86.6631,0.0
87.85774,202.61183,22.053308,106.80025,5.987358,0.0,0.0,93.0,-7.0,6.0,6.0,6.856742,0.0,29.0,-8.0,0.0,0.0,14.0,-8.0,4.0,2.0,0.0,100.0,0.0
84.39979,374.50937,3.0,81.7062,16.497023,0.0,0.0,92.0,71.777145,6.0,6.0,17.0,1.0,14.955377,-7.9871635,0.0,0.0,1.0,-8.0,2.0,1.0,0.0,26.1495,0.0
76.0,136.82928,23.96813,58.10145,1.1526412,0.0,0.0,100.0,-7.0,7.0,8.0,10.0,0.0,32.221157,0.0,0.0,0.0,9.933852,51.63277,1.0,1.0,0.0,56.0,0.0
91.92159,377.8653,18.503134,169.86795,18.0,0.0,0.0,100.0,-7.0,7.0,8.0,31.0,0.0,46.059673,1.0,0.0,0.0,0.12455562,-8.0,1.0,1.0,0.0,50.0,0.0
76.0,136.38388,15.0,52.997364,13.888166,0.0,0.0,100.0,-7.0,7.0,8.0,13.0,0.0,41.0,1.0,0.0,0.0,47.702503,18.728718,3.0,2.0,0.0,97.74796,0.0
72.0,192.14331,2.0,72.0,18.0,0.0,0.0,89.0,26.670918,6.0,6.0,16.0,3.0,50.0,4.911478,1.0,1.0,32.156822,92.0,3.0,4.0,0.0,98.80544,0.0
69.0,239.1528,1.0,33.101288,46.647095,0.0,0.0,100.0,-7.0,7.0,8.0,84.35303,8.730336,17.068758,15.922516,1.0,1.0,20.0,92.0,11.819581,5.0,0.0,60.0,0.0
84.0,293.17093,3.0,85.01728,30.074228,0.0,0.0,100.0,-7.0,7.0,8.0,39.19687,2.0,39.460987,1.0,5.9313407,6.9400506,2.0,79.0,1.0,2.0,0.0,42.29837,0.0
80.78725,741.45886,11.0,117.966125,32.0,0.0,0.0,100.0,-7.0,6.0,8.0,43.15846,1.0,45.0,1.0,2.0,2.0,11.258674,-8.0,6.0,2.0,0.0,40.926754,0.0
84.0,314.80847,3.0,88.902725,22.485876,0.0,0.0,100.0,-7.0,7.0,8.0,22.0,2.0,32.0,10.850543,0.0,0.0,11.0,53.592228,2.0,2.0,0.0,71.0,0.0
83.0,240.49638,20.0,108.2005,22.470863,0.0,0.0,100.0,-7.0,7.0,8.0,27.26557,0.0,38.0,0.0,0.0,0.0,13.0,74.60049,4.0,2.0,0.0,75.0,0.0
69.0,217.50854,6.804817,88.9738,24.348873,1.0,0.0,89.0,30.664001,6.0,6.0,28.0,1.0,17.0,14.788567,0.0,0.0,22.27305,-8.0,6.4727483,2.0,0.0,89.888306,0.0
73.0,311.23383,11.0,105.520874,12.0,3.0,3.668562,86.0,31.324299,6.0,4.0,12.0,0.0,19.876688,1.0,0.0,0.0,0.0,-8.0,1.0,-8.0,0.0,35.865154,0.0
33.214195,-8.0,2.0,25.924484,15.0,1.4764663,1.8172736,81.11309,-7.0,4.0,5.0,11.335151,4.0,26.0,0.0,1.0,1.3140053,41.566387,145.99367,6.0,4.0,2.0,100.0,0.0
73.0,302.78424,4.0,143.31613,14.0,0.0,0.0,100.0,-7.0,7.0,8.0,18.0,2.0,17.97921,1.0,2.0,2.0,41.12256,-8.0,6.0,-8.0,1.0,80.0,0.0
77.0,267.33026,2.0,99.90946,30.93984,0.0,0.0,100.0,-7.0,7.0,8.0,30.641863,2.3533773,17.317863,6.0,1.0,0.0,30.17345,60.0,6.0,1.0,0.0,73.65039,0.0
82.76004,276.8654,29.842937,107.107544,19.0,0.0,0.0,100.0,-7.0,7.0,8.0,16.0,0.0,37.761322,-7.0,0.0,0.0,13.215917,-8.0,4.0,1.0,1.0,67.0,0.0
69.35217,154.63478,3.0,77.875755,25.567844,3.9326675,0.0,88.97263,7.088859,4.0,5.0,25.902666,1.0,63.45773,4.0,4.0,3.0,15.0,30.39496,1.0,5.015021,0.0,57.820805,0.0
84.279434,156.2579,4.1081004,86.15042,19.381422,0.0,0.0,100.0,-7.0,7.0,8.0,12.0,1.0,25.0,12.159424,0.0,0.0,19.598717,98.77643,2.0,3.0,0.0,67.0,0.0
61.81009,115.30533,-8.464307,44.667507,4.396321,0.0,0.0,83.60198,58.75547,6.0,6.0,5.9446063,2.0,86.90954,1.1255103,3.657354,3.4804046,40.251236,71.04735,1.0,1.0,0.0,98.87525,0.0
80.0,173.40218,22.13971,62.577366,10.0,0.0,0.0,100.0,-7.0,7.0,8.0,11.368618,0.0,73.78401,23.581865,0.0,0.0,8.0,-8.0,1.0,2.0,0.0,50.0,0.0
84.0,196.199,11.465758,55.26996,13.0,0.0,0.0,100.0,-7.0,7.0,8.0,12.617974,0.0,28.0,10.0,1.0,1.0,15.0,-8.0,1.0,1.0,0.0,36.334694,0.0
64.0,140.17981,7.6115937,-9.0,22.0,1.0,1.0,100.0,-7.0,7.0,8.0,24.0,3.0,43.3604,0.0,0.0,0.0,45.53816,68.31536,4.0,3.0,0.0,56.0,0.0
89.0,606.2319,4.0,241.51498,14.0,0.0,0.0,100.0,-7.0,7.0,8.0,12.0,1.0,24.0,0.0,0.0,0.0,15.671404,-8.0,2.0,1.0,0.0,33.0,0.0
65.0,145.19092,7.0,72.0,27.0,0.0,0.0,91.0,8.597878,4.0,6.0,27.0,2.0,41.0,-8.0,0.0,0.0,64.04341,-8.0,5.0,3.0,4.967803,88.29861,0.0
77.93901,103.72031,4.0,56.819927,31.0,0.0,0.0,100.0,-7.0,7.0,8.0,30.0,2.0,21.51867,0.0,0.0,0.0,25.416735,40.2167,7.0,1.0,0.0,85.4656,0.0
76.0,188.13011,2.0,85.01522,44.0291,0.0,0.0,98.0,19.119696,6.0,6.0,47.97798,4.0,42.0,0.0,3.0,3.0,6.0,78.54755,3.0,2.0,0.0,37.247437,0.0
77.0,175.54803,2.0,105.32615,20.0,1.0,1.0,100.0,-7.0,4.0,8.0,16.0,2.0,61.863773,-7.0,1.0,1.0,16.0,-8.0,2.0,5.854517,0.0,87.23203,0.0
84.0,79.61776,5.3489356,76.0,32.243855,0.0,0.0,100.0,-7.0,7.0,8.0,14.6816225,3.77218,36.973885,-8.0,1.0,0.0,5.962209,47.374523,4.0,4.0,0.0,88.60322,0.0
76.0,67.49486,5.0,79.0,22.0,0.0,0.0,93.49446,66.7523,6.0,6.0,16.0,5.0,40.9954,16.72773,0.0,0.0,3.042784,73.40773,4.0,3.0,0.0,63.0,0.0
88.08793,245.49432,46.15133,95.72266,15.0,0.0,0.0,100.0,-7.0,7.0,8.0,27.237244,0.0,8.025044,23.605104,0.0,0.0,11.0,-8.0,2.0,-8.0,0.0,42.939243,0.0
70.0,300.3096,8.0,98.47639,16.0,1.0,0.0,92.0,29.751167,6.0,5.0,20.920424,0.0,26.202261,3.0,0.0,0.0,51.1638,79.24234,4.0,2.0,0.0,60.0,0.0
-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.0
84.0,369.3129,2.0,78.08096,19.0,0.0,0.0,100.0,-7.0,7.0,8.0,12.0,9.858291,19.0,6.0,2.0,2.0,13.086806,79.0,3.0,2.0,0.0,40.138718,0.0
80.795494,319.36154,6.0,104.41433,31.0,0.0,0.0,100.0,-7.0,7.0,8.0,51.86615,2.0,27.210733,4.663313,2.0,2.0,6.0,-8.0,4.0721593,2.0,0.0,46.969345,0.0
61.8491,180.16823,1.0,57.454243,24.0,1.0,0.0,89.0,24.214615,6.0,5.0,24.0,4.0,17.0,0.0,3.0,2.7784176,45.27202,27.105116,9.085103,2.0,1.0,67.0,0.0
71.0,314.45065,10.0,131.65204,38.0,1.0,0.0,88.0658,9.549042,4.0,5.0,33.546345,1.0,31.0,14.100288,0.0,0.0,29.726725,-8.0,3.0,3.0,0.0,50.0,0.0
72.0,182.70633,8.0,44.147163,49.776497,0.0,0.0,100.0,-7.0,7.0,8.0,76.19329,2.0,42.0,1.0,0.0,0.0,52.61451,66.94015,3.0,4.0,1.0,75.0,0.0
82.13739,221.99452,7.0,62.36631,28.065544,0.0,0.0,98.57191,64.2996,6.0,6.0,23.36677,4.0,25.0,0.0,2.0,2.0,11.0,-8.0,3.0,-8.0,0.0,33.0,0.0
80.0,184.80766,8.218213,86.78347,28.0,0.0,0.0,100.0,-7.0,7.0,8.0,22.0,0.0,22.0,20.690943,0.0,0.0,14.0,-8.0,6.0,1.0,0.0,43.43646,0.0
68.0,98.725975,9.0,67.34076,9.538059,2.0,1.1608275,100.0,-7.0,6.0,8.0,8.0,3.4053032,7.5084915,0.0,0.0,0.0,47.55121,63.609383,3.8437617,1.0,2.0,71.0,0.0
88.31663,272.62787,10.0,165.4063,17.0,0.0,0.0,100.0,-7.0,7.0,8.0,27.778538,1.0,15.658072,-8.0,0.0,0.0,15.0,-8.0,1.0,1.0,0.0,28.992926,0.0
76.0,157.50374,5.0,92.73194,29.0,0.0,0.0,100.0,-7.0,7.0,8.0,34.968502,2.0,16.66119,0.0,2.0,2.0,1.5825256,-8.0,3.0,-8.923125,0.0,44.731476,0.0
76.0,185.77719,2.0,52.968456,25.0,0.0,0.0,92.0,24.638683,6.0,6.0,24.0,5.4883914,50.0,0.0,2.0,2.0,6.0,95.49492,4.0,3.0,0.0,46.577427,0.0
68.089516,137.94247,2.0,51.36622,34.733017,0.0,0.0,95.0,28.33824,6.0,6.0,33.0,3.0,13.880925,4.0,3.4273026,2.0,10.0,79.05185,4.0,1.0,2.0,35.625027,0.0
80.0,324.24112,9.574354,124.15384,28.0,0.0,0.0,100.0,-7.0,7.0,8.0,44.536728,2.0,23.0,0.0,1.0,1.0,5.0,82.9959,4.0,2.0,1.0,36.239925,0.0
88.0,243.40276,9.0,107.86592,13.0,0.0,0.0,100.0,-7.0,7.0,8.0,21.0,1.0,27.0,-7.0,0.0,0.0,2.0,-8.0,1.0,1.0,0.0,37.719894,0.0
82.0,207.19916,3.0,91.34415,33.77734,0.0,0.0,100.0,-7.0,7.0,8.0,51.56586,4.0,40.0,0.0,3.0,3.0,2.0,9.446058,5.0,4.0,0.0,70.6471,0.0
78.0,227.05928,3.0722384,95.0855,35.0,0.0,0.0,100.0,-7.0,7.0,8.0,53.48767,2.0,18.0,0.0,0.0,0.0,8.0,49.91136,25.994324,2.0,0.0,78.0,0.0
81.0,173.62672,3.700244,71.0,39.919018,0.0,0.0,100.0,65.76094,6.0,6.0,47.98606,2.0,43.566647,-7.0,2.0,2.0,24.072226,95.8486,7.0,3.0,0.0,78.0,0.0
65.0,266.11865,2.0,93.0,29.323473,0.0,0.0,100.0,-7.0,7.0,8.0,46.612267,3.0,20.0,0.0,2.0,2.0,58.907627,96.07416,10.0,2.0,3.0,67.0,0.0
74.0,189.52794,9.0,72.0,22.0,0.0,0.0,100.0,-7.0,7.0,8.0,33.692535,3.0,21.0,22.327766,0.0,0.0,69.57877,-8.0,5.0,1.172824,1.0,72.48101,0.0
78.0,110.18141,8.0,27.874872,12.0,0.0,0.0,93.0,70.30889,6.0,6.0,12.0,1.0,46.451218,16.331413,2.0,2.0,33.43668,86.68979,2.0,3.0,0.0,75.0,0.0
68.0,298.54788,2.0,77.0,30.0,0.0,0.0,100.0,-7.0,7.0,8.0,40.1819,4.0,20.0,3.0,2.0,2.0,84.01811,15.55778,8.51582,2.0,10.126835,71.755775,0.0
75.0,266.48434,5.0,92.0,16.0,1.0,0.0,89.9165,14.442319,6.0,4.091498,20.0,2.0,31.0,0.0,4.0,4.0,2.0,68.0,1.0,2.0,0.0,47.121246,0.0
84.57157,115.83922,2.0,67.0846,28.0,1.0,0.0,100.0,34.079792,6.0,2.0,27.69409,3.0,66.03132,-8.0,0.0,0.0,8.0,37.97984,3.0,2.578997,0.0,50.0,0.0
80.0,219.08806,10.0,95.0819,41.4262,0.0,0.0,100.0,-7.0,7.0,8.0,46.045822,4.0,33.0,2.0,1.0,0.18832813,13.0,90.23669,11.321491,3.0,0.0,64.0,0.0
69.11565,262.155,2.0,104.30342,26.0,1.0,1.0,100.0,-7.0,6.0,8.0,29.0,2.0,35.352764,0.0,1.0,1.8253917,45.178032,49.908733,5.0,3.0,1.0,64.960304,0.0
73.0,184.83022,10.0,90.09696,25.0,0.0,0.0,92.0,23.754656,6.0,6.0,27.0,0.0,29.0,15.863395,0.0,0.0,56.84984,39.47684,3.0,2.0,1.0,57.192734,0.0
81.47356,137.06116,1.2338388,60.821213,30.470165,0.0,0.0,100.0,-7.0,7.0,8.0,38.413105,2.0,-6.9933987,-7.0,2.0,2.0,2.0643334,-8.0,4.0,1.0,0.0,33.0,0.0
69.36848,124.70216,5.0,63.160286,24.0,2.1963615,2.6483424,88.25309,33.130894,6.0,-3.8245957,30.244259,3.0,38.96797,17.033518,0.0,0.0,3.2470596,83.43103,5.0,2.0,0.0,80.0,0.0
76.0,155.70169,5.0,93.0,17.0,0.0,0.0,100.0,-7.0,7.0,8.0,22.0,1.0,88.883514,-8.0,0.0,0.0,94.895164,-1.9017584,2.0,3.0,1.0,96.94169,0.0
84.0,366.6514,4.0,86.0,18.216007,0.0,0.0,100.0,-7.0,7.0,8.0,13.0,4.924234,30.0,16.487743,1.0,1.0,20.0,-8.0,2.0,1.0,1.0,30.212427,0.0
70.71685,153.06566,23.531803,117.018486,4.0264635,1.0,1.0,100.0,-7.0,7.0,8.0,1.5853754,0.0,35.560425,0.0,1.0,2.0,29.101095,-8.0,1.0,-8.0,0.0,100.0,0.0
76.0,306.71234,21.913324,106.78438,13.0,0.0,0.0,100.0,-7.0,7.0,8.0,17.805168,0.0,25.0,2.0,5.0,4.7627296,54.067665,26.216097,3.0,2.0,0.0,75.0,0.0
80.85768,309.7047,31.208157,121.71052,13.0,0.0,0.0,100.0,-7.0,7.0,8.0,24.0,0.0,25.064901,0.0,0.0,0.0,20.0,-8.0,3.0,1.0,0.0,67.0,0.0
81.0,177.13213,2.0,146.18225,14.0,0.0,0.0,100.0,-7.0,7.0,8.0,1.2433645,2.0,10.960437,-7.0,0.0,0.0,56.089413,8.560685,5.0,1.0,0.0,71.0,0.0
90.369774,441.00552,23.14629,149.38007,22.0,0.0,0.0,100.0,-7.0,7.0,8.0,35.8464,0.0,18.0,-7.0,0.0,0.0,1.0,62.78961,2.0,1.0,0.0,33.0,0.0
83.24411,167.52805,2.0,81.03857,20.0,0.0,0.0,100.0,-7.0,7.0,8.0,18.0,2.0,35.0,11.9855795,1.0,1.0,6.0,82.41697,1.0,2.0,0.0,71.75202,0.0
75.0,185.61484,3.0,90.56236,32.138577,0.0,0.0,100.0,-7.0,7.0,8.0,41.104237,2.0,45.0,0.0,2.0,2.0,16.0,72.31022,5.0,2.0,1.0,86.0,0.0
88.0,227.54578,11.0,75.843124,22.736052,0.0,0.0,100.0,-7.0,7.0,8.0,21.595715,1.0,27.445261,0.0,0.0,0.0,1.0,-8.0,2.0,2.0,0.0,41.702557,0.0
73.0,192.7672,9.0,87.0,43.222088,0.0,0.0,100.0,-7.0,7.0,8.0,46.261562,2.0,33.0,0.0,0.0,0.0,35.750576,62.10816,7.0,3.0,4.0443554,71.0,0.0
65.0,169.8444,6.8217673,34.388077,-7.57999,0.0,0.0,100.0,-7.0,7.0,8.0,8.0,1.0,46.999416,0.0,1.0,1.195341,105.65869,-8.0,2.0,2.0,2.0,80.0,0.0
81.0,263.84113,2.0,99.22015,38.939907,0.0,0.0,97.0,64.800446,6.0,6.0,49.8622,2.0,20.093271,0.0,2.0,2.0,2.0,81.24727,3.0,2.0,0.0,38.0,0.0
68.0,229.99214,1.0,64.35228,35.376965,0.0,0.0,100.0,-7.0,7.0,8.0,43.795654,4.0,57.866016,0.0,5.0,5.182467,39.38119,50.500664,3.5663028,3.0,2.0,69.46461,0.0
81.0,243.89635,7.0,97.77974,25.701841,0.0,0.0,100.0,22.715216,6.0,6.0,31.48228,2.0,22.290474,0.0,2.0,2.0,6.0,56.652508,5.060781,1.0,0.0,63.0,0.0
83.57717,393.6192,2.0,90.0,29.0,0.0,0.0,100.0,-7.0,7.0,8.0,23.0,1.0,17.0,-7.0,0.0,0.0,6.0,79.887596,4.0,2.0,1.0,57.0,0.0
70.0,139.46196,6.0,44.295822,15.0,0.0,0.0,96.0,10.636206,6.0,6.011487,14.0,1.0,15.0,0.0,0.0,0.0,9.094036,-8.0,4.0,1.0,1.0,75.0,0.0
77.0,248.08194,2.0,56.021908,32.0,0.0,0.0,100.0,-7.0,7.0,8.0,34.427666,3.0,25.0,0.0,4.0,4.0,17.912933,29.165192,4.0,3.0,1.0,44.0,0.0
80.6343,84.11426,9.0,38.37346,28.0,0.0,0.0,100.0,-7.0,7.0,8.0,31.0,1.0,58.38826,4.0,0.0,0.0,16.0,69.622185,4.0,4.0,0.0,67.0,0.0
78.83888,119.08604,-9.0,49.57222,8.0,0.0,0.0,100.0,-7.0,7.0,8.0,18.0,1.0,62.56459,2.0,1.70614,1.0,0.0,-8.0,1.0,2.0,0.0,72.232574,0.0
74.426544,157.62627,9.781489,120.03818,18.100044,1.0,1.0,94.06342,-7.0,4.0,3.0,20.0,1.0,30.35912,-8.0,0.0,0.0,31.0,40.679825,3.0,3.0,1.0,60.0,0.0
79.0,323.70502,10.0,84.0,23.0,0.0,0.0,100.0,-7.0,7.0,8.0,30.365448,0.0,42.0,0.0,0.0,0.0,44.425293,73.27906,5.0,2.0,1.0,100.0,0.0
83.0,314.52426,1.0,149.53123,7.237206,0.0,0.0,100.0,-7.0,7.0,8.0,5.708754,2.0,32.0,1.0,1.0,1.0,35.118713,-8.0,1.0,1.0,3.0,100.0,0.0
92.073494,429.00305,23.191975,137.29353,25.185246,0.0,0.0,100.0,-7.0,7.0,8.0,29.705994,0.0,31.0,3.0,1.0,1.0,0.0,69.99349,4.0,2.0,0.0,30.504362,0.0
82.0,422.1882,26.749414,160.19081,28.35068,0.0,0.0,100.0,-7.0,7.0,8.0,33.94387,0.0,29.527126,0.0,0.0,0.0,6.0,-8.0,4.0,1.0,0.0,67.406715,0.0
81.0,51.34463,8.0,65.51108,24.0,0.0,0.0,100.0,-7.0,7.0,8.0,28.0,1.0,25.0,0.0,1.0,0.0,8.0,49.297405,2.0,2.0,0.0,35.678642,0.0
