estimate_of_risk,months_since_first_trade,months_since_last_trade,average_duration_of_resolution,number_of_satisfactory_trades,nr_trades_insolvent_for_over_60_days,nr_trades_insolvent_for_over_90_days,percentage_of_legal_trades,months_since_last_illegal_trade,maximum_illegal_trades_over_last_year,maximum_illegal_trades,nr_total_trades,nr_trades_initiated_in_last_year,percentage_of_installment_trades,months_since_last_inquiry_not_recent,nr_inquiries_in_last_6_months,nr_inquiries_in_last_6_months_not_recent,net_fraction_of_revolving_burden,net_fraction_of_installment_burden,nr_revolving_trades_with_balance,nr_installment_trades_with_balance,nr_banks_with_high_ratio,percentage_trades_with_balance,cond
63.0,155.12016,7.0,62.848972,16.0,1.0,0.0,-9.0,21.285471,6.0,5.0,18.0,2.0,18.0,0.0,0.0,0.0,73.23643,-8.0,4.0,1.0,1.0,60.0,2.0
86.0,290.24698,2.0751076,80.45113,30.0,0.0,0.0,100.0,-7.0,7.0,8.0,40.172707,3.0,-9.0,0.0,3.0,3.0,4.0,-8.0,5.0,-8.0,0.0,31.551102,2.0
80.0,312.77283,8.805006,85.523224,35.762585,0.0,0.0,97.89765,-7.0,6.0,6.0,37.787766,1.3307636,43.0,0.0,0.0,0.0,4.0,69.082245,1.7937719,2.0,0.0,33.0,2.0
71.0,174.33258,2.0,65.0,32.36122,0.0,0.0,100.0,-7.0,7.0,8.0,25.0,4.0,18.127075,0.0,3.0,2.0,22.304916,92.9762,7.0,2.0,1.0,60.0,2.0
-9.0,-9.0,-6.7909055,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,2.0
-9.0,197.95331,8.0,58.0894,44.97016,0.0,0.0,100.0,-7.0,7.0,8.0,39.42077,1.40591,29.334492,1.0,1.0,1.0,87.87681,72.69584,25.047573,4.0,10.762315,100.0,2.0
77.0,141.33533,3.0,74.14713,27.0,0.0,0.0,100.0,-7.0,7.0,8.0,7.138087,2.0,22.57299,0.0,0.0,0.0,10.0,-8.0,6.0,1.0,0.0,82.079506,2.0
75.42572,113.60119,6.0,67.77854,16.0,0.0,0.0,100.0,-7.0,7.0,8.0,11.0,2.0,29.0,-8.0,0.0,0.0,47.264477,94.0515,5.0,2.0,0.0,75.0,2.0
-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,2.0
83.327515,424.84567,3.0,174.14409,29.0,0.0,0.0,98.0,-7.0,6.0,6.0,42.0,2.0,38.0,-7.0,0.0,0.0,19.0,-8.0,6.0,4.0,0.0,56.75919,2.0
55.800014,416.77896,7.0,90.0,40.0,1.0,1.0,80.71936,4.6357927,4.0,4.0,35.055435,1.0,15.0,5.761294,2.0,2.0,22.602407,69.00741,9.063142,2.0,3.0,64.0,2.0
-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,2.0
64.05812,146.77171,1.0,95.22119,29.0,1.0,0.0,91.82642,20.809868,6.0,3.951976,34.945187,4.0945306,35.998947,0.0,6.288318,6.2020407,70.24515,-8.0,6.0,2.0,3.0,56.0,2.0
77.33563,181.28123,4.0,66.20365,42.53475,0.0,0.0,98.0,55.910633,6.0,5.673709,46.173065,1.0,37.0,0.0,1.0,1.0,16.0,50.556503,7.85698,4.0,0.0,75.0,2.0
73.0,115.359276,3.0,35.661095,9.0,0.0,0.0,100.0,-7.0,7.0,8.0,9.0,2.0,50.0,0.0,2.0,2.0,52.63744,85.43754,2.0,2.0,0.0,73.0,2.0
63.533916,111.59224,11.0,60.03287,5.31983,0.0,0.0,84.40822,12.100729,6.0,6.0,5.8908386,1.0,35.0,0.0,3.0,2.0,5.0,-8.0,1.0,1.0,0.0,40.0,2.0
64.0,269.6459,2.0,61.711216,21.0,0.0,0.0,91.66731,8.13851,6.0,6.0,31.72157,3.0,39.265827,0.0,3.0,2.0,4.0,93.24481,1.0,2.0,0.0,44.404915,2.0
68.6977,180.28398,2.0,118.6494,35.867313,0.0,0.0,100.0,-7.0,7.0,8.0,41.267868,4.0,43.0,-7.0,0.0,0.0,90.574165,81.775475,12.42602,3.0,5.5887575,88.18013,2.0
65.0,171.36104,3.0,84.71459,20.0,0.0,0.0,93.0,-7.0,6.0,6.0,33.0,5.269717,41.1585,8.0,0.0,0.0,79.56865,91.12051,6.0,3.0,8.193587,86.0,2.0
79.0,239.80469,4.5425673,52.659607,28.552471,0.0,0.0,100.0,-7.0,7.0,8.0,34.0,5.925362,42.0,0.0,2.0,1.0,14.6145315,91.50635,4.0,3.0,0.0,71.67794,2.0
-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,2.0
69.26176,196.33607,7.0,65.0,27.432829,0.0,0.0,100.0,-7.0,7.0,8.0,28.747593,1.0,23.392551,-3.5689404,0.0,0.0,60.254967,-8.0,4.0,1.0,0.0,75.0,2.0
66.0,220.39084,10.0,69.64736,21.0,1.0,0.72998315,88.694305,31.930384,6.0,4.0,20.0,1.0,50.456684,0.0,1.0,1.0,89.109955,77.39729,4.0,2.0,1.0,79.56916,2.0
73.0,162.27946,2.0,74.0,39.400024,0.0,0.0,100.0,-7.0,7.0,8.0,16.0,4.0,13.0,-0.08964911,2.0,2.0,34.00099,53.50777,8.0,3.0,4.0,52.74567,2.0
65.227165,246.34828,19.526705,102.0,32.0,1.0,0.0,91.0,21.267859,6.0,5.0,34.122997,0.0,28.0,0.0,2.0,1.0,89.41363,72.07054,5.0,3.0,3.0,83.0,2.0
-9.0,350.3222,10.0,93.97996,17.0,1.0,0.0,-9.0,3.2676885,4.0,5.0,19.0,0.0,11.622042,0.0,3.0,3.0,75.20479,57.320633,6.0,1.0,5.399023,75.0,2.0
76.0,78.922104,16.0,37.97768,8.443582,0.0,0.0,100.0,-7.0,7.0,8.0,8.983222,1.0,56.952026,-7.0,0.0,0.0,57.830116,91.66864,1.0,2.0,1.0,60.0,2.0
55.150097,93.07334,49.80749,52.50567,6.260524,1.7130264,1.0,-9.0,5.0,6.0,6.0,7.0,0.0,99.9982,0.0,2.0,2.0,0.0,78.28938,0.0,3.0,-8.696447,100.0,2.0
65.70606,268.3353,21.122004,72.0,4.854838,0.0,0.0,68.64768,6.790929,3.843062,6.0,9.0,0.2347475,69.78725,0.83982533,0.0,0.0,28.821814,64.67065,1.0,2.0,0.0,83.0,2.0
63.963104,104.32347,2.9614093,77.0,45.05162,0.0,0.0,100.0,-7.0,7.0,8.0,47.24226,6.4609284,33.0,0.0,6.108028,5.498094,47.79501,90.59592,9.122763,4.0,3.0,83.0,2.0
79.0,395.5039,3.0,102.0,42.8109,0.0,0.0,100.0,-7.0,7.0,8.0,52.496017,2.0,55.09124,4.0,4.0,3.0,44.77647,69.75981,5.0,3.0,0.0,83.913895,2.0
63.78718,188.44814,6.0,74.0,40.81358,0.0,0.0,92.0,24.601671,6.0,6.0,35.789513,0.6219077,46.09931,0.0,3.0,2.8936548,94.90627,69.58275,9.0,3.0,7.646322,87.22066,2.0
72.0,205.6408,8.0,58.0,20.0,1.0,0.0,84.20246,34.96922,6.0,5.0,23.108116,1.0,21.841293,2.872831,2.0,2.0,66.015366,69.55541,2.0,2.0,2.0,73.0,2.0
83.3882,153.77106,26.979406,80.0,16.0,0.0,0.0,100.0,-7.0,7.0,8.0,5.196756,0.0,-6.5068064,0.0,0.0,0.0,12.850332,-8.0,2.0,-8.0,0.0,26.866001,2.0
66.0,285.35568,8.0,69.32914,22.0,2.0,2.0,78.23767,10.0540495,4.0,2.7088141,30.0,1.0,50.716465,0.0,2.0,2.0,0.0,-8.0,1.0,2.0,0.0,60.0,2.0
68.0,115.40502,7.0,35.055584,12.0,0.0,0.0,100.0,-7.0,7.0,8.0,7.064226,0.0,90.69662,0.0,2.0586936,2.7147765,0.92738736,83.652306,0.0,2.0,0.0,55.426975,2.0
70.0,255.386,2.0,78.31611,34.061646,2.0,2.0,91.0,35.042046,6.0,2.0,36.600277,6.0,55.806786,0.0,11.515468,12.350976,27.590857,98.01495,4.0,6.0,0.0,75.0,2.0
66.0,204.0671,1.0,61.1311,25.0,0.0,0.0,100.0,-7.0,7.0,8.0,19.876423,4.763295,11.592234,0.0,1.0,1.0,66.42277,-8.0,8.0,1.0,10.077654,55.07775,2.0
-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,2.0
73.0,117.25963,8.0,53.337154,8.123712,0.0,0.0,100.0,-7.0,7.0,8.0,7.430033,1.0,33.0,0.0,3.0,3.0,68.16974,-8.0,1.0,1.0,1.0,80.0,2.0
69.0,141.88242,14.0,83.0,16.0,1.0,1.0,92.0,1.6038449,4.0,4.0,15.0,0.0,45.0,-8.0,0.0,0.0,52.03085,69.08543,2.0,4.0,0.0,78.98552,2.0
65.67708,123.16586,8.0,40.520466,9.0,0.0,0.0,77.066246,9.706389,6.0,6.0,7.0,1.0,25.427036,0.0,0.0,0.0,34.0,85.0,5.0,2.0,0.0,75.0,2.0
72.0,339.06235,3.5712767,67.517204,35.042355,0.0,0.0,92.217125,41.780365,6.0,6.0,37.712906,6.186535,41.480923,0.0,6.234115,5.7351503,30.450644,95.54266,3.0,7.0944204,0.0,67.0,2.0
65.47167,75.071106,10.9943905,43.463535,19.0,0.0,0.0,100.0,-7.0,7.0,8.0,16.030567,0.0,33.0,12.940688,0.0,0.0,68.41539,-8.0,7.0,1.0,6.0133314,67.0,2.0
68.63907,96.73456,3.0,80.0,27.0,0.0,0.0,94.059425,-7.0,6.0,6.0,31.0,4.0,45.96922,1.0,5.0,4.0,72.55163,70.31115,3.0,2.0,2.0,50.0,2.0
77.0,430.1233,10.0,96.125755,22.0,1.0,0.0,89.0,18.443068,6.0,4.0,30.651508,1.0,20.0,-9.0,0.0,0.0,1.0,94.03946,1.0,2.0,0.0,48.655006,2.0
70.57257,178.05136,1.0574946,65.0,32.0,0.0,0.0,100.0,-7.0,7.0,8.0,25.0,4.717084,33.0,0.0,2.0,1.0,54.882004,82.0,6.0,4.0,1.0,75.0,2.0
70.0,269.8045,6.0,100.09204,40.369076,0.0,0.0,94.0,33.625217,6.0,6.0,64.42857,3.0,3.463268,-7.0,3.0,3.0,60.70973,-8.0,9.568014,1.0,2.0,70.28309,2.0
67.0,140.57278,2.0,62.0,16.0,0.0,0.0,100.0,-7.0,7.0,8.0,15.0,3.0,23.572536,0.0,3.0,3.0,92.25598,-8.0,6.0,1.0,6.676296,73.0,2.0
-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-7.4956064,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,2.0
71.0,292.95248,25.350061,92.554596,8.558947,0.0,0.0,77.74411,17.03408,6.0,6.0,12.0,0.0,37.46178,-7.0,0.0,0.0,6.0,83.45182,1.0,2.0,0.0,67.0,2.0
67.0,13.488245,4.0,18.072855,11.0,0.0,0.0,100.0,-7.0,7.0,8.0,7.0,3.0,39.660267,0.0,2.0,2.0,23.0,90.77635,2.0,2.0,0.0,80.16459,2.0
55.654945,114.52651,8.083522,59.724308,1.4781258,1.0,0.0,-9.0,18.300316,4.4031997,5.0,6.235868,2.0,55.921112,0.0,1.0,1.0,75.56445,91.09403,2.0,3.0,0.0,100.0,2.0
74.0,89.40233,5.0,44.00834,3.8490512,0.0,0.0,100.0,-7.0,7.0,8.0,7.0,2.0,67.09439,0.0,0.0,0.0,1.0,70.89617,1.0,4.0,0.0,88.57131,2.0
64.30926,71.710945,9.0,43.351433,14.0,0.0,0.0,100.0,-7.0,7.0,8.0,3.9719546,1.0,24.343763,0.0,2.0,2.0,23.918276,-8.0,1.0,1.0,0.0,50.0,2.0
63.0,131.38275,7.0,57.47382,13.291788,2.4581969,2.1600583,84.63106,25.684109,4.0,2.0,22.0,3.0,66.20834,0.0,0.0,0.0,94.55069,86.94092,3.0,2.0,0.0,86.0,2.0
-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,2.0
62.062813,407.96594,7.0,200.43208,49.245693,0.0,0.0,95.0,2.471475,4.0,6.0,45.84289,3.0,18.415207,0.0,3.0,3.0,78.20418,69.07428,17.930384,2.0,5.814403,75.0,2.0
55.110714,137.9493,17.0,77.53688,8.042353,6.772537,6.926906,70.57726,22.176395,6.0,5.0,5.129589,0.0,99.936424,0.0,0.0,0.0,3.0,-8.0,1.0,1.0,-8.065408,77.80557,2.0
68.9113,62.013474,17.0,1.6082935,-9.0,0.0,0.0,75.62536,44.387585,6.0,6.0,5.0,0.0,99.92164,0.0,2.0,2.0,0.0,-8.0,-5.8307033,1.0,0.0,100.0,2.0
55.492508,183.06955,21.320278,71.71259,10.0,1.9111973,1.6001358,68.1962,3.0,3.8029358,4.022441,12.683499,0.0,74.29378,0.0,2.0,2.0,0.0,-8.0,0.016780583,2.0,0.0,100.0,2.0
68.0,163.61975,16.577396,71.0,5.9290485,1.0,0.0,71.246445,22.881506,6.0,5.0,6.9644027,0.0,62.028194,-8.0,0.0,0.0,40.065872,51.57502,2.0,2.0,0.0,78.89705,2.0
76.0,280.8962,48.817852,155.99078,8.688081,1.0,1.0,83.525475,9.061022,4.357995,3.9945557,12.0,0.0,25.19124,-7.0,0.0,0.0,0.0,-8.0,1.0,1.0,0.0,45.84449,2.0
82.0,220.27112,4.0,76.7372,21.0,0.0,0.0,100.0,-7.0,7.0,8.0,23.967907,4.0,39.0,10.746787,0.0,0.0,18.028088,75.33461,2.0,3.0,0.0,56.0,2.0
60.780315,327.56284,3.0,74.36019,29.369028,1.0,0.0,89.89524,13.832356,6.0,6.0,31.74383,2.0,59.044548,0.0,0.0,0.0,70.74935,82.06941,2.0,3.022642,1.0,73.0,2.0
75.0,345.04492,3.0,90.0,77.91935,0.0,0.0,98.0,48.91694,6.0,6.0,101.627594,1.0,54.67427,0.0,6.646486,5.259637,50.605488,72.059265,8.0,7.785827,1.0,91.74467,2.0
87.0,170.26085,5.0,84.0,10.0,0.0,0.0,100.0,-7.0,7.0,8.0,12.0,3.0,57.99034,-7.0944843,0.0,0.0,3.0,99.78996,2.0,2.0,0.0,83.0,2.0
60.19143,170.26326,40.99511,98.46605,13.0,3.0,2.0,80.330086,-7.0,4.0,6.0,15.0,0.0,100.0,-7.0,0.0,0.0,-9.0,89.7271,0.0,3.0,-9.0,75.0,2.0
-9.0,161.34349,20.0,99.94007,25.0,1.0,0.0,89.0,-3.2406628,4.0,5.0,22.043337,0.0,50.0,-7.0,0.0,0.0,67.97458,68.363205,4.0,3.0,1.0,79.03388,2.0
88.747894,329.5731,12.0,155.42084,16.949024,0.0,0.0,100.0,-7.0,7.0,8.0,13.0,0.0,16.0,0.0,0.0,0.0,5.0,-8.0,5.0,1.0,0.0,55.49699,2.0
65.0,167.34518,3.0,57.586456,12.0,0.0,0.0,87.707016,12.107821,6.0,6.0,23.0,2.0,38.0,4.0,2.0,2.0,81.31406,-8.0,2.0,1.0,3.9387233,80.0,2.0
62.3819,156.504,17.107094,80.976974,11.0,3.99423,2.0,64.12635,-3.890522,2.7003198,2.9418366,14.4596195,0.0,11.133636,0.0,0.0,0.0,2.0,-8.0,2.2035868,1.0,0.0,44.0,2.0
68.0,304.39825,10.76008,95.64404,11.107191,1.0,1.0,85.48029,13.190721,6.0,5.0,12.0,0.0,23.546331,0.0,0.0,0.0,59.897423,-8.0,1.0,1.0,0.0,33.0,2.0
65.0,86.986885,2.3862274,46.338062,20.569687,0.0,0.0,96.0,-7.0,6.0,6.0,26.0,4.0,19.952234,0.0,2.0,2.0,47.06094,-8.0,4.0,1.0,2.0,46.077477,2.0
60.7644,322.20007,3.0,102.32102,35.069916,2.0,0.0,96.0,2.9208367,3.2817578,3.0,48.82282,2.0,28.76629,4.0,3.0,2.0,29.21712,79.61954,5.0,2.0,1.0,50.0,2.0
74.95649,438.4283,4.756227,80.0,20.541225,0.0,0.0,100.0,-7.0,7.0,8.0,25.0,2.0,55.64954,3.0,1.0,1.0,0.0,76.39121,1.0,4.0,0.0,50.0,2.0
75.0,44.154007,3.9986527,49.51557,7.0,1.0,1.0,100.0,-7.0,7.0,8.0,6.1467643,1.0,12.929438,0.0,1.0,1.0,-8.474685,89.11325,1.0,1.0,0.0,43.0,2.0
65.78379,149.70781,1.0,55.639484,43.35103,0.0,0.0,100.0,-7.0,7.0,8.0,46.947983,4.0,18.287994,0.0,3.0,3.0,62.26931,85.0,10.739186,2.0,2.0,83.24695,2.0
61.0,80.967186,4.4386306,34.496735,34.1752,0.0,0.0,100.0,-7.0,7.0,8.0,30.0,2.0,18.131123,-7.0,2.0,2.0,72.429756,-8.0,9.254669,3.0,3.0,100.0,2.0
79.0,47.844303,11.0,51.254314,13.0,0.0,0.0,91.11392,-7.0,6.0,6.0,13.0,2.0,68.657104,0.0,0.0,0.0,23.20058,90.99872,1.0,2.0,0.0,60.039234,2.0
65.0,146.39713,11.0,48.885643,2.664015,0.0,0.0,68.05717,25.648375,6.0,6.0,6.954084,1.0,36.0,0.0,4.100545,4.930647,66.66679,84.88781,1.0,2.0,0.0,100.0,2.0
72.510414,184.07884,3.402542,61.660355,44.848827,1.0,0.0,97.0,57.419838,6.0,5.0,34.0,4.0,46.67678,0.0,4.0,3.0,18.0,82.2294,5.0,3.0,1.0,57.0,2.0
68.0,99.01057,2.9629974,36.728477,37.484486,0.0,0.0,100.0,-7.0,7.0,8.0,41.86416,5.236053,28.0,0.0,5.8437715,5.818736,28.220352,75.732285,7.0,2.0,1.0,63.487022,2.0
68.0,262.15402,17.02136,202.35963,25.0,0.0,0.0,90.0,43.894665,6.0,6.0,17.762775,0.0,30.601547,0.0,0.0,0.0,71.609245,75.11591,10.381656,3.0,2.2150152,86.274216,2.0
70.0,95.56221,10.0,38.564823,16.0,0.0,0.0,100.0,-7.0,7.0,8.0,16.0,1.0,60.194695,0.0,2.0,2.0,69.08043,85.0,6.0,4.0,2.5037408,100.0,2.0
79.0,124.34185,40.05782,77.0,7.0,0.0,0.0,100.0,-7.0,7.0,8.0,5.0,0.0,99.9913,-7.0,0.0,0.0,-9.0,78.632706,-9.0,2.0,-9.0,75.0,2.0
63.0,166.91678,8.0,97.16878,14.0,2.0,1.0,86.652435,8.979225,6.0,5.0,5.0,1.0,45.0,-7.0,0.0,0.0,52.122746,72.81171,5.0,3.0,1.0,100.0,2.0
64.76269,184.59012,3.0,93.0,29.0,0.0,0.0,92.0,18.058502,6.0,6.0,30.0,2.0,28.127995,-2.5018744,0.0,0.0,82.58952,87.84159,11.006485,2.0,3.3733835,96.90937,2.0
-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,2.0
-9.0,187.48738,6.863118,79.0,29.0,0.0,0.0,87.082275,-0.008039702,4.0,6.0,25.959084,2.0,27.448109,0.0,1.0,1.0,91.72348,74.201775,8.0,3.0,3.0,100.0,2.0
69.36377,212.9861,4.0,74.0,27.0,0.0,0.0,100.0,-7.0,7.0,8.0,30.0,5.0,29.0,0.0,4.0,4.0,63.338688,85.0,8.0,2.0,3.0,94.74656,2.0
67.59351,116.91545,2.0,44.71515,24.0,0.0,0.0,100.0,-7.0,7.0,8.0,23.0,2.0,35.0,0.0,1.0,1.0743474,44.311058,85.15952,7.0,3.0,1.0,90.70435,2.0
66.0,135.40689,21.947765,90.62936,14.125771,1.442671,1.0,90.40118,22.95243,6.0,5.0,13.0,0.0,62.999546,0.0,0.0,0.0,-4.51478,74.68363,-4.055987,2.0,0.0,18.50985,2.0
-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,2.0
66.0,178.20094,3.0,55.77112,51.88783,0.0,0.0,100.0,-7.0,7.0,8.0,38.585747,4.847856,25.0,0.0,2.0,2.0,61.507767,71.90185,7.7743,3.0,2.0,80.55221,2.0
75.0,294.64642,2.8593123,57.01715,45.332333,0.0,0.0,100.0,-7.0,7.0,8.0,52.494064,5.0,38.0,0.0,4.0,4.0,2.0,82.92826,1.0,2.0,0.0,67.0,2.0
70.0,288.6359,3.0,91.81037,40.0,0.0,0.0,91.0,5.886888,4.4664392,6.0,52.902225,2.0,30.544123,0.0,5.028388,4.0,59.444134,-8.0,3.0,2.0,2.0,42.506153,2.0
68.0,311.03763,7.0,103.1645,31.0,2.0,2.0,94.299,59.8137,6.0,2.0,31.0,1.0,29.0,2.9838507,1.0,1.0,5.190736,39.02098,1.0,3.0,0.0,36.581413,2.0
72.0,99.90434,5.0,60.05995,24.0,0.0,0.0,100.0,-7.0,7.0,8.0,30.876972,4.0,60.622566,0.0,0.0,0.0,53.63379,83.68092,1.0,3.525387,0.0,67.0,2.0
64.63823,71.29922,3.0,32.824696,24.0,0.43693686,0.0,100.0,-7.0,7.0,8.0,18.724812,2.0,20.0,4.0,2.0,2.0,29.510574,66.837944,11.0,2.0,5.2701874,75.0,2.0
79.0,193.98674,3.0,67.26379,11.0401325,0.0,0.0,100.0,-7.0,7.0,8.0,9.0,2.0,28.244366,0.0,0.0,0.0,62.48907,-8.0,2.0,2.0,0.0,100.0,2.0
63.0,239.74307,3.0,66.30168,32.23231,0.0,0.0,92.0,17.743818,6.0,6.0,34.669224,3.0,40.0,0.0,18.327665,18.391283,74.90386,82.06158,2.0,3.0,4.6811233,71.0,2.0
57.14401,65.87823,5.0,-3.7311628,5.2708664,2.0,1.8225782,65.98316,31.815077,4.0,2.0,5.0,1.0,53.60611,0.0,3.3157222,3.0869262,39.91569,60.262867,3.0,2.0,0.6479564,100.0,2.0
70.0,316.75815,3.0,79.0,28.0,0.0,0.0,96.0,24.444427,6.0,6.0,33.084614,3.0,14.0,-7.0,0.0,0.0,37.944244,-8.0,7.0,2.0,3.0,49.41521,2.0
-9.0,76.51113,4.1920705,53.89949,3.439161,1.0,1.9181905,83.41773,10.373221,0.7893402,4.4939284,7.067316,2.0,33.0,0.0,1.0,1.0,107.94936,-8.0,2.0,2.0,3.0,100.0,2.0
70.0,178.65572,15.953024,92.0,30.401457,0.0,0.0,96.0,31.12071,6.0,6.0,32.0,0.0,23.217253,0.0,0.0,0.0,83.8553,-8.0,8.690658,1.0,2.7131712,75.0,2.0
73.0,121.06201,8.259476,67.0,15.0,0.0,0.0,100.0,-7.0,7.0,8.0,15.0,1.0,38.0,16.361338,0.0,0.0,65.859634,-8.0,3.0,1.0,5.7592254,37.371742,2.0
69.0,169.1378,33.151295,99.220924,7.642293,2.3683465,0.0,-9.0,16.72454,6.0,0.25603342,13.0,0.0,23.0,0.0,1.0,1.0,0.0,-8.0,1.0,1.0,0.0,46.460354,2.0
77.16692,138.98425,3.0,62.0,28.0,0.0,0.0,100.0,-7.0,7.0,8.0,18.959703,2.0,24.959488,0.0,3.0,3.0,8.683924,96.612526,2.0,2.0,1.0,41.349087,2.0
74.252144,99.540115,7.0,36.712605,11.1297865,0.0,0.0,100.0,-7.0,7.0,8.0,12.994633,1.0,36.78103,0.0,0.0,0.0,69.19436,86.64488,2.0,2.0,1.0,60.0,2.0
65.0,147.63832,3.0,63.571213,28.625935,1.0,0.0,88.98603,9.727931,4.0,5.0,29.0,4.0,53.367393,0.0,0.0,0.0,20.959555,58.719036,3.0,6.0,0.0,63.873142,2.0
64.0,170.61378,5.0,71.0,27.0,0.0,0.0,92.0,15.838703,6.0,6.0,40.44974,3.0,43.27187,0.0,3.0,3.0,86.8071,24.884378,5.0,3.0,4.8802323,100.0,2.0
69.0,48.07188,8.0,49.99008,13.0,0.0,0.0,90.0,-7.0,6.0,6.0,9.0,1.0,38.04156,-7.0,0.0,0.0,46.633152,73.45617,1.0,2.0,1.0,69.76542,2.0
72.0,291.45276,7.0,65.0,24.0,0.0,0.0,100.0,-7.0,7.0,8.0,22.0,3.0,50.0,0.0,1.0,1.0,68.83167,85.0,5.3856277,3.0,1.0,100.0,2.0
66.38349,260.08594,2.9894881,102.0,38.491463,2.0,0.29476163,92.0,24.3724,6.0,5.0,42.0,3.0,29.0,0.0,1.0,1.0,27.293724,62.373264,11.0,2.0,1.0,67.0,2.0
63.87892,166.4946,3.0,79.2714,19.0,0.0,0.0,90.0,13.213302,5.8587623,6.0,14.0,2.0,10.862004,0.0,2.0,2.0,55.007767,-8.0,5.0,1.0,1.0266061,67.0,2.0
82.0,119.827736,6.0,62.0,14.0,0.0,0.0,100.0,-7.0,7.0,8.0,18.0,1.0,37.0,16.426554,0.0,0.0,13.0,31.45129,1.0,2.0,0.0,42.74526,2.0
-9.0,157.89638,1.0,51.900337,43.056877,0.0,0.0,94.0,7.573201,6.0,6.0,55.258045,10.315813,54.985855,1.1750282,14.478834,9.687614,79.29184,73.26891,5.0,22.996887,3.0160904,91.29082,2.0
76.0,128.00317,17.907875,59.135563,5.164222,0.0,0.0,100.0,-7.0,7.0,8.0,6.5298,0.0,67.43308,-7.0,0.0,0.0,55.249817,84.63328,2.0,2.0,0.0,100.0,2.0
66.71929,242.74005,2.0,52.432953,19.0,1.0,1.0,100.0,-7.0,7.0,8.0,19.53452,1.0,27.439743,0.0,3.0,2.0,47.19661,-8.0,1.0,1.0,0.0,60.0,2.0
77.54639,120.75981,4.0,55.907734,7.6360683,0.0,0.0,100.0,-7.0,7.0,8.0,10.0,2.0,42.0,7.0,0.0,0.0,10.0,-8.0,1.0,1.0,0.0,25.0,2.0
58.251335,322.57513,5.0,87.0,25.015966,1.0,0.0,79.2331,15.094584,6.0,5.767548,23.0,0.0,24.0,0.0,3.0,3.0,69.89989,48.526062,9.0,4.0,5.4777284,78.0,2.0
65.0,160.49736,4.0,67.5133,23.34173,0.0,0.0,95.0,71.89297,6.0,6.0,20.0,1.0,23.0,0.0,1.0,1.0,94.27002,23.365183,8.0,2.0,7.324527,100.0,2.0
70.0,133.70549,4.0,57.368042,40.0,0.0,0.0,97.0,43.770264,6.0,6.0,32.0,5.0,47.0,0.0,1.0,1.0,36.727665,95.46631,7.0,3.0,1.0,81.22817,2.0
62.844414,191.46361,2.0,68.0,13.0,0.0,0.0,91.779724,20.593071,6.0,6.0,11.796951,3.0,26.715857,0.0,2.0,1.0,80.43208,94.1094,5.0,2.0,3.0,100.0,2.0
70.91897,368.7879,2.0,126.97566,42.79494,0.0,0.0,97.0,33.88533,6.0,6.0,41.769283,2.0,0.0,16.611736,0.0,0.0,34.0,-8.0,14.337037,-8.0,2.0,45.923615,2.0
71.0,302.56302,3.0,93.55621,30.868382,0.0,0.0,100.0,-7.0,7.0,8.0,27.366123,3.0,6.5408716,4.0,2.0,2.0,64.96583,-8.0,7.0,1.0,3.4390368,50.0,2.0
71.0,144.9995,5.0,74.25686,30.0,0.0,0.0,95.0,21.57682,6.0,6.0,28.028215,4.0,42.0,-7.0,0.0,0.0,41.08196,91.71181,3.0,4.0,0.025271714,71.0,2.0
