estimate_of_risk,months_since_first_trade,months_since_last_trade,average_duration_of_resolution,number_of_satisfactory_trades,nr_trades_insolvent_for_over_60_days,nr_trades_insolvent_for_over_90_days,percentage_of_legal_trades,months_since_last_illegal_trade,maximum_illegal_trades_over_last_year,maximum_illegal_trades,nr_total_trades,nr_trades_initiated_in_last_year,percentage_of_installment_trades,months_since_last_inquiry_not_recent,nr_inquiries_in_last_6_months,nr_inquiries_in_last_6_months_not_recent,net_fraction_of_revolving_burden,net_fraction_of_installment_burden,nr_revolving_trades_with_balance,nr_installment_trades_with_balance,nr_banks_with_high_ratio,percentage_trades_with_balance,is_at_risk
76.0,124.07908,12.0,64.99981,16.0,1.0,1.0,92.43088,57.599533,6.0,5.0,17.79403,1.0,50.0,0.0,0.0,0.0,13.0,47.67558,2.0,2.0,0.0,63.0,0.0
92.597534,397.11346,17.0,200.66618,7.0,0.0,0.0,100.0,-7.0,7.0,8.0,18.0,0.0,-9.0,0.0,0.0,0.0,0.0,-8.0,4.0,-8.0,0.0,80.99806,0.0
72.0,378.8371,15.0,148.00414,29.500086,0.0,0.0,100.0,-7.0,7.0,8.0,31.0,0.0,48.02225,1.0,0.0,0.0,73.57098,61.004684,3.0,3.0,1.0,75.0,0.0
75.0,283.56525,10.641439,105.131805,29.091425,0.0,0.0,100.0,-7.0,7.0,8.0,32.0,0.0,13.0,14.420773,0.0,0.0,63.202263,-8.0,5.643886,1.0,0.0,55.964592,0.0
77.0,134.07513,4.0,62.69188,19.0,0.0,0.0,100.0,-7.0,7.0,8.0,19.0,2.0,25.0,3.0,1.0,1.2040117,12.0,-8.0,6.0,1.0,0.0,84.44185,0.0
84.0,199.2746,3.0,76.43217,27.0,0.0,0.0,100.0,-7.0,7.0,8.0,21.874153,3.0,24.0,0.0,4.282172,4.0,6.0,93.25626,3.0,3.0,0.0,78.832214,0.0
82.0,290.6558,9.0,132.35248,13.176963,0.0,0.0,100.0,-7.0,7.0,8.0,13.151312,2.0,38.0,-7.0,2.0,2.0,43.66324,57.027733,2.0,3.929346,0.0,75.0,0.0
64.05858,142.77167,13.0,117.01857,9.423653,1.0,1.7960829,76.987564,16.515854,6.0,3.0,12.0,0.0,45.0,-8.0,0.0,0.0,58.93219,-8.0,4.0,1.0,0.0,100.0,0.0
84.0,162.52817,2.0,45.75956,5.37486,0.0,0.0,100.0,-7.0,7.0,8.0,9.006863,1.0,29.0,0.0,4.0,3.0,2.0,86.26559,1.0,1.0,0.0,64.0,0.0
68.0,296.61426,2.0,49.772747,40.0,0.0,0.0,100.0,-7.0,7.0,8.0,48.34998,6.091471,22.0,2.551672,1.0,1.0,25.790586,82.74046,20.661703,7.1658134,1.0,60.0,0.0
84.0,196.33174,10.0,99.0,19.0,0.0,0.0,100.0,-7.0,7.0,8.0,33.356403,2.0,6.876048,0.0,1.0,1.0,7.0,-8.0,6.0,-8.0,0.0,44.0,0.0
74.0,295.54922,9.0,98.72145,13.0,0.0,0.0,82.73056,21.867907,6.0,6.0,16.0,1.0,52.81771,-8.736056,0.0,0.0,55.357246,82.964966,4.0,2.0,1.0,100.0,0.0
72.733116,189.68182,8.0,67.470116,21.0,0.0,0.0,100.0,-7.0,7.0,8.0,23.381083,2.0,33.500187,10.043155,0.0,0.0,56.410236,85.93223,5.0068398,4.0,1.0,63.0,0.0
55.87819,194.1339,2.0,86.0,21.0,4.1984496,3.0857913,80.17986,10.057529,4.0,3.0,22.493881,1.0,19.703308,0.0,0.0,0.0,65.390755,-8.0,3.0,1.0,5.996374,60.0,0.0
88.0,150.68448,2.0,68.0,21.0,0.0,0.0,96.0,21.721766,6.0,6.0,30.0,3.0,34.13111,-7.0,0.0,0.0,2.0,-8.0,2.0,1.0,0.0,29.257513,0.0
78.0,260.88928,9.0,74.98809,34.210835,1.0,0.0,96.0,21.352472,6.0,4.8748236,34.272987,1.0,25.0,-7.0,0.0,0.0,31.990273,86.35335,8.0,3.0,0.0,57.0,0.0
75.28828,230.40846,2.0,70.98267,27.0,0.0,0.0,100.0,-7.0,7.0,8.0,18.0,3.0,25.45781,21.369362,0.0,0.0,13.0,-8.0,4.0,2.0,1.0,60.0,0.0
74.0,120.56152,1.0,49.789047,20.0,0.0,0.0,100.0,-7.0,7.0,8.0,28.28734,5.0,24.969728,-7.0,0.0,0.0,76.059685,79.0,4.0,3.0,0.0,64.48187,0.0
79.0,149.89616,15.0,68.69928,22.0,0.0,0.0,100.0,-7.0,7.0,8.0,29.0,0.0,59.265877,12.078825,1.6644497,1.0,22.001274,49.64493,2.0,4.72219,0.0,60.0,0.0
78.42348,136.45665,23.43214,76.79524,14.466508,0.0,0.0,89.0,20.5647,6.0,6.0,16.0,0.0,44.746166,-9.0,0.0,0.0,35.0,68.2358,2.0,2.0,0.0,56.0,0.0
77.0,254.38568,5.0,101.60986,50.55099,0.0,0.0,100.0,-7.0,7.0,8.0,40.75625,1.0,24.0,0.0,5.1101546,5.9205813,19.0,-8.0,6.0,2.0,2.0,64.0,0.0
72.0,347.6658,3.0,108.27642,46.140125,1.0,0.0,90.0,68.93132,6.0,5.051526,46.187298,4.0,22.0,4.0,3.0,3.0,45.061253,89.747665,7.0,3.0,3.0,74.986465,0.0
81.0,198.45609,16.078337,106.068985,35.560703,0.0,0.0,100.0,-7.0,7.0,8.0,28.849695,0.0,28.0,6.6180744,0.0,0.0,8.0,60.646667,8.0,4.0,0.0,56.0,0.0
91.0,402.28876,20.729973,106.36085,12.0,0.0,0.0,100.0,-7.0,7.0,8.0,19.0,0.0,33.0,0.0,2.0,2.0,3.0,-8.0,3.0,-8.0,0.0,50.0,0.0
70.0,130.37158,7.965959,76.0,22.469109,0.0,0.0,92.0,-7.0,4.0,6.0,18.0,2.0,65.678246,0.0,0.0,0.0,23.219395,-8.0,2.0,2.0,0.0,60.0,0.0
81.0,318.2365,39.72366,152.00996,6.002371,0.0,0.0,89.0,3.0,4.0,6.0,5.7762895,0.0,33.0,0.0,0.0,0.0,3.0,-8.0,2.0,2.0,0.0,98.78044,0.0
85.0,63.184372,17.213432,146.30345,45.54496,0.0,0.0,100.0,-7.0,7.0,8.0,-9.0,1.0,24.0,1.0,1.0,0.0,1.0,79.7779,4.0,3.0,0.0,32.283154,0.0
79.27302,97.09559,25.102129,82.0,13.243554,0.0,0.0,90.484314,38.21775,6.0,6.0,6.0,0.0,30.0,15.490895,0.0,0.0,3.0,-8.0,1.0,1.0,0.0,35.23018,0.0
81.42056,126.26225,1.3213578,66.666,24.274073,0.0,0.0,93.0,41.246838,6.0,6.0,34.306652,1.0,38.13801,3.0,1.0,0.0,8.0,12.693412,3.0,2.0,0.0,44.2137,0.0
84.0,188.10207,4.346476,75.74119,24.0,0.0,0.0,100.0,-7.0,7.0,8.0,28.051682,4.177972,22.635891,7.5081563,0.0,0.0,19.0,-8.0,3.0,1.0,0.0,38.0,0.0
75.0,246.09467,7.0,93.0,22.0,1.0,1.0,94.0,60.174553,6.0,5.293579,34.924587,1.0,32.0,22.241024,1.0,0.0,23.703718,83.6959,3.0,2.0,0.0,59.802826,0.0
83.20617,173.19977,14.558918,65.00473,28.0,0.0,0.0,92.0,55.60464,6.0,6.0,29.0,0.0,21.0,19.240278,0.0,0.0,2.0,42.157356,4.0,2.0,0.0,57.0,0.0
87.0,119.65228,3.0,73.69632,4.318844,0.0,0.0,100.0,-7.0,7.0,8.0,6.0,1.0,33.060677,-8.0,0.0,0.0,7.1408443,-8.0,3.0,1.0,0.0,91.21394,0.0
76.0,750.82916,17.759855,138.33194,31.317131,0.0,0.0,96.0,27.701069,6.0,6.0,24.0,0.0,33.0,1.0,0.0,0.0,12.0,-8.0,6.0,2.0,2.0,47.0,0.0
65.0,215.14542,17.89784,76.0,21.0,1.0,0.0,83.129875,-7.0,4.0,3.0,19.0,0.0,10.163021,0.0,0.0,0.0,5.9385295,60.209908,3.0,1.0,0.0,33.0,0.0
66.04544,168.41156,15.4115,99.876144,9.0,1.0,0.0,77.391426,58.570538,6.0,5.0,14.0,0.0,46.6631,0.0,0.0,0.0,105.292145,81.08034,2.0,2.0,1.0,86.0,0.0
67.0,238.26273,9.0,131.38092,21.0,0.0,0.0,87.43942,14.935149,4.0,5.0,28.616335,0.0,44.046387,0.0,1.0,1.0,36.04323,69.702805,6.0,4.0,1.0,83.468025,0.0
80.0,167.48032,5.0,69.11901,30.033253,0.0,0.0,89.0,75.75705,6.0,6.0,31.570078,3.0,65.820526,-7.0,0.0,0.0,3.0,-8.0,1.0,1.0,0.0,44.0,0.0
79.0,426.03464,29.587397,169.54,19.0,0.0,0.0,100.0,-7.0,7.0,8.0,38.89083,0.0,29.0,11.773554,1.0,0.0,26.0,46.27224,10.0,2.0,1.0,71.0,0.0
81.0,332.40958,1.0,82.68438,39.618824,0.0,0.0,100.0,-7.0,7.0,8.0,46.419228,3.0,17.899841,0.0,0.0,0.0,4.0,-8.0,4.0,2.0,0.0,40.0,0.0
70.0,204.64468,2.0,72.40806,24.0,0.0,0.0,91.0,15.010352,4.0,6.0,31.0,3.0,43.039013,0.0,3.0,3.0,14.0,97.900665,2.0,3.0,0.0,63.304226,0.0
81.0,290.8523,1.0,102.775,17.0,0.0,0.0,93.0,-7.0,6.0,6.0,20.532969,3.0,43.0,0.0,0.0,0.0,11.656532,-2.273154,3.0,3.0,0.0,44.823135,0.0
77.0,139.75044,3.0,65.81297,16.0,0.0,0.0,100.0,-7.0,7.0,8.0,18.0,1.0,32.423054,0.0,1.0,2.0,19.541845,43.65912,3.0,2.0,0.0,85.2249,0.0
82.0,177.59471,3.0,78.4057,17.0,0.0,0.0,100.0,-7.0,7.0,8.0,18.0,2.0,40.0,0.0,0.0,0.0,31.045235,-8.0,2.0,2.0,0.0,100.0,0.0
67.8028,213.12613,1.0,87.0,19.0,2.0,0.0,74.47367,37.503902,6.0,5.0,25.0,2.0,21.0,4.084075,1.0,1.0,59.56288,-8.0,5.0,2.0,1.0,75.0,0.0
88.0,224.51358,36.97461,93.0,9.0,0.0,0.0,100.0,-7.0,7.0,8.0,13.169037,0.0,10.115929,-9.0,0.0,0.0,8.698385,-8.0,2.0,-9.0,0.0,23.57152,0.0
77.0,189.11583,3.0,57.513264,18.0,0.0,0.0,100.0,-7.0,7.0,8.0,16.0,2.0,36.0,0.0,4.741361,4.3526106,20.0,80.57206,2.0,3.0,0.0,57.731873,0.0
84.0,258.9781,20.0,66.0,4.041844,0.0,0.0,100.0,-7.0,7.0,8.0,1.3609561,0.0,20.0,3.0,0.0,0.0,2.0,60.210567,2.9735487,1.0,0.0,83.0,0.0
75.0,168.5634,20.0,72.0,21.12562,0.0,0.0,100.0,-7.0,7.0,8.0,25.650372,0.0,46.086452,0.0,0.0,0.0,44.81514,-8.0,6.0,1.0,1.0,80.0,0.0
70.0,355.54465,8.0,106.97548,25.0,0.0,0.0,84.32004,2.958041,4.0,6.0,37.51255,2.0,20.36538,10.87523,1.0,1.0,1.0,49.66521,6.0,2.0,0.0,71.0,0.0
-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.0
82.0,193.68068,5.0,72.0,71.678276,1.0,0.0,100.0,67.59717,6.0,5.0,83.54183,2.0,15.916433,22.600508,0.0,0.0,7.1864276,-8.0,5.0,1.0,0.24142486,35.274612,0.0
70.0,150.32556,3.0,52.16599,15.0,0.0,0.0,100.0,-7.0,7.0,8.0,12.0,3.0,23.0,0.0,0.0,0.0,52.014954,50.00598,4.0,2.0,3.0,56.841908,0.0
76.0,149.61891,10.0,69.19783,32.57694,0.0,0.0,100.0,-7.0,7.0,8.0,46.43177,1.0,7.513949,0.0,0.0,0.0,38.623215,9.978981,9.662306,2.0,1.0,55.847095,0.0
85.0,134.73474,9.16133,64.792,18.97265,0.0,0.0,100.0,-7.0,7.0,8.0,14.0,1.0,41.0,17.638542,0.0,0.0,5.7847095,-8.0,1.0,3.0,0.0,67.0,0.0
63.439705,156.82684,15.085081,64.282974,19.0,0.0,0.0,100.0,-7.0,7.0,8.0,21.79499,0.0,50.0,-7.0,1.0,1.0,66.385086,-8.0,6.0,2.0,1.0,83.0,0.0
86.0,317.58636,2.0,154.07787,16.0,0.0,0.0,100.0,-7.0,7.0,8.0,16.0,2.0,18.503546,0.0,1.0,2.0,4.279293,94.52255,4.0,3.0,0.0,57.479378,0.0
88.16285,176.47664,7.6988306,92.0,28.0,0.0,0.0,100.0,-7.0,7.0,8.0,33.0,2.0,29.383461,-7.0,0.0,0.0,-8.01894,-8.0,2.0,2.0,0.0,50.0,0.0
78.0,101.44267,34.572796,39.9446,-9.0,1.0,0.0,100.0,-7.0,7.0,8.0,8.820114,0.0,11.266941,-0.07538574,2.0,2.0,5.0,-8.0,3.0,-8.179002,0.0,71.0,0.0
65.0,302.81863,9.0,86.30935,35.0,0.0,0.0,92.0,7.829385,4.0,6.0,27.403755,1.0,29.24066,20.18028,0.0,0.0,46.47498,41.251923,8.0,2.0,1.0,50.0,0.0
71.0,184.75912,2.0,50.39651,12.0,1.0,0.4857131,92.0,37.42168,6.0,3.0,19.0,4.0,33.0,0.0,1.0,2.0,58.098106,84.79184,3.0,4.0,0.0,75.0,0.0
81.0,154.64735,4.0,64.10518,20.0,0.0,0.0,100.0,-7.0,7.0,8.0,19.0,2.0,54.278294,9.896428,1.0,1.0,8.014802,57.738266,2.0,1.0,1.0,71.0,0.0
89.0,208.11374,2.0,86.31162,12.0,0.0,0.0,100.0,-7.0,7.0,8.0,16.0,1.815131,57.054398,21.72139,0.0,0.0,6.9143767,65.43572,1.0,2.0,0.0,75.0,0.0
70.0,136.22919,9.0,39.319016,25.0,0.0,0.0,90.0,8.024276,5.1076746,6.0,28.0,2.0,56.308132,0.0,0.0,0.0,20.0,88.00274,2.0,4.0,0.0,71.0,0.0
65.0,192.87401,8.0,73.37354,21.110825,0.0,0.0,90.53346,10.9257,5.892134,6.0,28.0,3.0,25.0,0.0,0.0,0.0,51.278053,88.583626,3.0,2.795641,1.0,50.0,0.0
86.0,208.79297,34.399826,177.91617,11.856182,0.0,0.0,100.0,-7.0,7.0,8.0,13.132481,0.0,12.801597,0.0,2.0,2.0,2.0,-8.0,1.0,1.0,0.0,40.0,0.0
70.0,188.87854,15.0,113.419716,12.0,0.0,0.0,100.0,-7.0,7.0,8.0,11.668511,0.0,18.0,0.0,0.0,0.0,66.39245,-8.0,5.0,0.3877618,5.9977226,75.0,0.0
66.0,273.2676,2.0,75.15977,39.933826,0.0,0.0,100.0,-7.0,7.0,8.0,35.650658,3.0,21.0,0.0,1.0,1.0,57.277615,43.65209,13.157349,3.0,10.678598,81.909294,0.0
75.0,384.02798,8.0,91.578285,27.0,0.0,0.0,100.0,-7.0,7.0,8.0,21.384556,2.0,65.69665,0.0,0.0,0.0,58.116226,88.72453,3.0,4.0,1.0,67.0,0.0
47.771976,150.33102,1.5116922,55.861443,16.0,0.0,0.0,91.118645,6.1592407,6.0,6.0,20.117903,8.036312,21.3874,0.0,2.0,2.0,70.90483,-8.0,4.0,1.0,5.0988927,53.420097,0.0
60.01971,177.35995,8.0,80.097115,43.68168,1.0,1.0,100.0,23.580397,6.0,2.0,46.065994,4.0,43.0,1.3549718,1.0,2.0,61.68038,38.267014,12.347718,2.0,5.86505,82.530334,0.0
71.12541,321.99203,2.0,123.057,23.0,1.0,0.0,88.43886,22.947704,6.0,5.0,20.0,1.0,45.0,6.0905457,0.0,0.0,17.996302,71.30835,2.0,2.0,1.0,44.0,0.0
85.148,222.87094,8.821876,94.21229,20.0,0.0,0.0,100.0,-7.0,7.0,8.0,12.956568,1.0,25.0,5.0,1.0,0.0,18.102535,-8.0,7.0,1.0,0.0,55.675114,0.0
78.0,151.46062,3.0,56.861275,22.71913,0.0,0.0,94.0,41.39106,6.0,6.0,21.0,6.0,30.0,0.0,4.58119,4.6887736,19.314627,99.13135,4.0,3.0,0.0,50.0,0.0
79.27249,157.90553,7.0,100.11261,25.0,0.0,0.0,100.0,-7.0,7.0,8.0,29.484133,1.0,60.16682,0.0,0.0,0.0,36.351826,-8.0,6.0,1.0,0.0,100.0,0.0
63.05485,279.4887,21.897747,135.82497,6.358636,1.0,0.0,28.925112,22.389057,6.0,5.0,12.0,0.0,45.41148,1.0,2.0,2.0,80.81484,16.1017,3.0,2.0,1.0,100.0,0.0
79.0,191.49832,2.0,70.6701,38.77308,0.0,0.0,100.0,-7.0,7.0,8.0,40.432312,8.6822405,25.0,0.0,3.0,3.0,13.0,66.44306,4.0,6.0,0.0,55.99813,0.0
67.556885,172.60924,20.169718,99.0,11.0,3.0,3.1156795,64.601875,31.818407,6.0,3.831528,9.0,0.0,65.224915,2.0,0.0,0.0,22.182186,-8.0,2.0,1.0,-9.0,97.70237,0.0
83.0,182.53578,3.0,74.78144,51.02245,0.0,0.0,100.0,-7.0,7.0,8.0,51.826786,3.0,15.871086,0.0,2.0,1.0,4.0,74.0,3.0,1.0,0.0,26.208237,0.0
86.0,327.0013,3.0,86.98965,18.0,0.0,0.0,100.0,-7.0,7.0,8.0,19.0,2.0,28.0,3.716035,0.0,0.0,1.0,-8.0,2.0,2.0,0.0,37.550625,0.0
75.0,365.27216,2.438914,72.0,28.0,1.0,0.0,91.0,7.891551,4.0,5.0,26.882866,4.0,30.0,0.0,2.0,2.0,0.0,69.692474,3.0,2.0,0.0,35.237064,0.0
79.0,267.5908,3.0,102.5538,25.0,0.0,0.0,96.0,56.125042,6.0,6.0,26.089396,2.0,53.0789,-7.5087047,1.0,1.1205266,29.140123,18.71856,5.0,4.0,0.0,98.18708,0.0
74.0,184.1821,5.0,76.0,24.0,0.0,0.0,92.21005,63.259556,6.0,6.0,20.0,2.0,11.0,0.0,4.0,4.0,35.0,-8.0,3.0,1.0,1.0,47.0,0.0
90.0,235.30559,7.7683167,74.64462,29.868498,0.0,0.0,100.0,-7.0,7.0,8.0,28.0,2.6727393,22.0,23.032995,0.0,0.0,2.0,-8.0,1.0,1.0,0.0,29.684347,0.0
72.91973,266.21014,3.0,88.446045,8.735904,4.1578236,3.4086766,-9.0,62.988747,6.0,2.0,9.79073,1.0,28.76023,0.0,3.0,3.0,6.3285193,23.848066,1.0,1.0,0.0,36.881176,0.0
84.0,179.44745,11.479206,102.90135,18.0,0.0,0.0,100.0,-7.0,7.0,8.0,16.57951,1.0,27.0,1.0,0.0,0.0,37.27048,-8.0,2.0,1.0,0.0,50.0,0.0
87.0,161.13855,12.0,120.23393,16.0,0.0,0.0,100.0,-7.0,7.0,8.0,24.640987,0.0,38.18716,18.799057,0.0,0.0,15.662324,90.62811,1.0,2.0,0.0,76.32045,0.0
84.0,455.03528,10.0,116.11274,27.0,0.0,0.0,100.0,-7.0,7.0,8.0,38.278225,1.0,25.947023,2.0,2.0,2.0,13.4788475,30.064194,3.0,1.0,0.0,37.697678,0.0
81.0,140.01396,3.0,45.61548,27.0,0.0,0.0,100.0,-7.0,7.0,8.0,16.600985,6.5597844,23.152946,15.478616,1.0,1.0,17.84333,-8.0,2.0,1.0,0.0,40.783253,0.0
82.0,272.3797,10.0,128.4113,26.0,0.0,0.0,100.0,-7.0,7.0,8.0,21.943357,1.0,28.0,-8.0,0.0,0.0,8.999113,60.0,7.0,3.0,3.0299265,60.0,0.0
90.286804,448.3377,16.630636,130.58086,11.569681,0.0,0.0,100.0,-7.0,7.0,8.0,11.0,0.0,7.070285,0.0,1.0,1.0,6.0,-8.0,1.0,-8.0,0.0,15.65342,0.0
-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.0
83.0,151.95175,10.752852,83.0,13.0,0.0,0.0,100.0,-7.0,7.0,8.0,11.585756,1.0,13.761007,2.375492,1.0,1.0,24.93206,-8.0,3.0,1.0,0.0,44.431194,0.0
80.0,136.0404,8.0,28.545498,19.0,0.0,0.0,100.0,-7.0,7.0,8.0,21.758556,5.0,14.995958,9.720615,0.0,0.0,6.6837525,-8.0,1.0,-8.0,0.0,29.88996,0.0
69.0,175.07741,15.482285,79.38978,16.0,0.0,0.0,100.0,-7.0,7.0,8.0,14.371706,0.0,73.77854,-7.0,2.0,1.6474489,36.799034,-8.0,2.0,3.0,0.0,74.9575,0.0
84.0,119.510666,28.159504,113.41448,33.168335,0.0,0.0,100.0,-7.0,7.0,8.0,20.0,0.0,29.613743,-8.0,0.0,0.0,2.0,36.03455,4.0,4.3820605,0.0,57.0,0.0
84.0,155.82312,4.919756,-9.0,16.0,0.0,0.0,100.0,-7.0,7.0,8.0,12.0,3.0,24.936356,0.0,4.0,4.0,3.4359157,79.382645,4.0,2.0,0.0,42.871937,0.0
86.0,205.76414,13.0,99.0,18.0,0.0,0.0,100.0,-7.0,7.0,8.0,27.0,0.0,-9.0,-7.0,1.0,1.0,3.0,-8.0,1.0,-8.0,0.0,36.31563,0.0
61.230904,278.62027,24.775745,102.29753,28.62531,0.0,0.0,78.1663,2.2858407,6.0,6.0,26.818762,0.0,40.12308,4.0,1.0,0.0,76.289024,60.0,3.0,4.0,2.0,87.35098,0.0
81.0,203.16081,1.1156102,83.35561,15.526092,0.0,0.0,81.24208,7.7724752,6.0,6.0,15.0,2.0,32.0,-7.0,0.0,0.0,3.0,27.175571,1.0,3.0,0.0,50.0,0.0
82.0,-9.0,7.0,68.0,22.163286,0.0,0.0,100.0,-7.0,7.0,8.0,-6.8858824,1.0,29.0,-8.0,0.71439666,0.0,10.593235,-8.0,3.0,2.0,0.0,50.0,0.0
80.0,172.64008,15.0,77.0,25.0,0.0,0.0,100.0,-7.0,7.0,8.0,42.319344,0.0,28.0,23.456478,0.0,0.0,34.951557,-8.0,5.0,2.0,0.0,78.0,0.0
69.0,61.431282,2.0,-9.0,15.0,0.0,0.0,100.0,-7.0,7.0,8.0,21.0,6.9883904,23.0,2.0,2.0,1.0,42.17208,71.13407,4.0,2.0,1.0,60.0,0.0
77.0,177.79453,4.8145494,86.86524,41.51619,1.0,0.0,97.0,37.147053,6.0,5.0,39.488194,4.0,25.237621,0.0,2.0,2.0,2.880275,-8.0,2.0,2.0,0.0,26.05683,0.0
65.0,21.87241,9.0,22.882013,10.850122,0.0,0.0,90.0,13.278288,4.0,6.0,7.2916145,2.0,46.069096,-7.0,0.0,0.0,36.10063,74.0,2.0,2.0,0.0,67.0,0.0
84.0,145.63562,14.469533,107.50861,18.150852,0.0,0.0,100.0,-7.0,7.0,8.0,20.0,0.0,21.914328,0.0,5.0697274,6.302387,6.0,70.72655,4.0,2.0,0.0,80.0,0.0
65.0,152.10114,2.3034573,64.39827,9.268762,1.0,1.0,78.03732,41.026104,6.0,2.0,16.0,1.0,16.964539,0.0,2.8258119,2.0,35.0,40.025726,5.0,1.0,0.0,100.0,0.0
70.0,138.47502,3.0,68.0,32.858757,1.0,0.0,88.0,29.862396,6.0,5.0,32.0,3.0,53.701378,0.0,0.0,0.0,32.498547,-8.0,1.0,4.0,0.0,50.0,0.0
-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.0
77.0,205.56456,-9.0,54.018234,39.37892,0.0,0.0,98.0,51.684036,6.0,5.0,89.08546,6.0,19.0,3.0,1.0,1.0,4.0,-8.0,5.0,4.0,0.0,44.0,0.0
64.0,-8.0,3.0,40.06318,5.8055587,1.0,1.0,91.422226,65.10846,6.0,5.0,4.221351,4.0,55.435272,0.0,5.8174787,6.778855,0.0,32.798416,0.0,3.0,0.0,85.94784,0.0
82.0,119.28594,25.743837,70.83384,28.0,0.0,0.0,100.0,-7.0,7.0,8.0,38.0,0.0,44.47565,-7.0,1.0,0.0,15.0,42.69392,3.0,6.50556,0.0,77.14696,0.0
71.36501,103.546104,5.0,59.930958,71.0469,0.0,0.0,100.0,5.593851,4.0,6.0,26.617765,4.0,24.0,3.0,5.141553,4.9226394,15.0,60.0,8.116013,2.0,0.0,38.0,0.0
84.0,242.13947,12.0,127.85757,22.0,0.0,0.0,100.0,-7.0,7.0,8.0,23.0,0.0,57.910255,-7.0,0.0,0.0,30.487022,60.0,3.0,3.0,0.0,76.32811,0.0
80.0,194.27162,15.0,84.0,12.0,0.0,0.0,89.0,31.461128,6.0,6.0,13.0,0.0,29.0,15.443642,0.0,0.0,7.0,45.853207,2.0,1.890413,0.0,57.560787,0.0
81.0,472.05447,2.0,137.59212,45.69397,0.0,0.0,100.0,-7.0,6.0,6.0,34.71432,3.0,26.0,0.75071317,0.0,0.0,1.0,15.53122,6.0,2.0,0.0,60.0,0.0
87.0,351.53598,5.0,78.55003,16.0,0.0,0.0,100.0,-7.0,7.0,8.0,19.0,1.0,17.0,0.0,3.0,2.0,1.050915,-8.0,3.0,-8.0,0.0,26.369926,0.0
70.0,89.856834,12.0,53.848217,30.0,0.0,0.0,100.0,-7.0,7.0,8.0,38.273582,0.0,25.0,-7.0,0.0,0.0,41.415268,-8.0,4.0,1.0,2.0,80.0,0.0
77.0,148.62094,19.987652,67.8624,12.0,0.0,0.0,92.0,15.574048,6.0,6.0,16.0,0.0,41.45417,0.0,0.0,0.0,18.280724,60.0,1.0,1.0,0.0,48.53637,0.0
81.0,300.03223,11.0,103.32508,26.0,1.0,1.0,100.0,-7.0,5.6295176,8.0,23.0,0.0,33.376858,-8.0,0.0,0.0,3.4936514,85.558334,1.0,3.0,0.0,60.0,0.0
68.0,101.545944,12.084252,73.53211,28.0,0.0,0.0,88.32961,36.08168,6.0,6.0,28.0,0.0,62.320286,-7.0,1.0,1.0,86.191315,58.587624,4.0,4.0,1.0,100.0,0.0
69.662674,378.293,7.0,111.45278,23.0,0.0,0.0,84.86907,3.0,4.0,6.0,28.0,5.0,18.665802,0.0,2.0,2.0,5.0,-8.0,5.0,1.0,0.0,44.0,0.0
61.37157,134.78873,10.0,63.445312,18.0,1.0,1.7550967,93.0,5.9396825,-9.0,6.0,15.050621,1.0,3.136777,0.0,0.0,0.0,35.0,-8.0,1.0,1.0,0.0,30.70621,0.0
83.719345,298.36844,4.9277697,136.20042,20.0,0.0,0.0,100.0,-7.0,7.0,8.0,12.0,2.0,-9.0,0.0,0.0,0.0,14.37833,-8.0,3.0,-8.0,1.0,37.468716,0.0
75.0,325.4229,2.0,64.150314,29.835861,0.0,0.0,100.0,-7.0,7.0,8.0,34.0,5.0,27.0,7.0,1.0,1.0,22.53832,-8.0,12.236228,2.0,3.9682586,75.0,0.0
64.88358,200.32076,8.207748,72.0,22.912336,1.0,0.0,82.46522,1.0,-9.0,5.0,31.446594,2.2086012,33.037952,0.0,0.0,0.0,0.0,98.63894,1.0,2.0,0.0,50.0,0.0
79.0,97.347534,18.00091,57.07767,14.94063,0.0,0.0,100.0,-7.0,7.0,8.0,13.231755,0.0,43.0,2.0,0.0,0.0,5.0,69.897194,1.0,3.0,0.0,100.0,0.0
73.0,91.67398,8.0,53.340015,15.0,0.0,0.0,100.0,-7.0,7.0,8.0,16.0,1.0,30.0,0.0,0.0,0.0,55.13808,84.35744,6.0,3.0,2.0,100.0,0.0
74.0,138.72646,3.0,97.84453,33.409725,1.0,0.0,89.0,19.140919,6.0,4.986538,12.0,4.0,16.0,1.5444285,1.0,1.0,1.0,88.0,2.0,2.0,0.0,25.0,0.0
78.0,158.91159,8.0,34.700317,35.0,0.0,0.0,100.0,-7.0,7.0,8.0,28.0,2.0,19.0,0.0,0.0,0.0,12.33858,-8.0,4.0,2.0,1.0,37.41337,0.0
