estimate_of_risk,months_since_first_trade,months_since_last_trade,average_duration_of_resolution,number_of_satisfactory_trades,nr_trades_insolvent_for_over_60_days,nr_trades_insolvent_for_over_90_days,percentage_of_legal_trades,months_since_last_illegal_trade,maximum_illegal_trades_over_last_year,maximum_illegal_trades,nr_total_trades,nr_trades_initiated_in_last_year,percentage_of_installment_trades,months_since_last_inquiry_not_recent,nr_inquiries_in_last_6_months,nr_inquiries_in_last_6_months_not_recent,net_fraction_of_revolving_burden,net_fraction_of_installment_burden,nr_revolving_trades_with_balance,nr_installment_trades_with_balance,nr_banks_with_high_ratio,percentage_trades_with_balance,cond
84.1417,166.86496,3.0,70.011284,37.247833,0.0,0.0,100.0,-7.0,7.0,8.0,38.799408,2.0,18.0,-8.0,3.0,3.0,7.0,50.90576,2.0,2.0,0.0,43.012024,0.0
68.0,299.1627,6.0,93.02749,20.0,1.0,0.0,84.84175,30.866863,6.0,5.0,19.0,1.0,25.0,9.98023,0.0,0.0,48.677876,-8.0,7.0,1.0,2.0,75.0,0.0
84.0,341.70856,7.0,99.0843,39.660904,0.0,0.0,100.0,-7.0,7.0,8.0,26.152168,2.0,22.0,0.0,0.0,0.0,4.0,90.96682,3.0,3.0,0.0,44.0,0.0
86.0,191.16982,2.0,121.5579,16.748394,0.0,0.0,100.0,-7.0,7.0,8.0,18.0,1.0,27.486868,0.0,0.0,0.0,23.631418,-8.0,7.0,1.0,0.0,75.0,0.0
73.0,310.63055,13.430414,92.55215,33.65763,0.0,0.0,100.0,-7.0,7.0,8.0,32.0,1.0,53.41301,7.984845,0.0,0.0,45.159855,60.641857,6.0,2.0,0.0,67.0,0.0
84.0,231.57202,2.0,83.65238,36.0,0.0,0.0,96.77768,39.50648,6.0,6.0,46.53061,2.0,20.0,0.0,2.2399755,3.0,1.0,13.187045,3.0,1.0,0.0,40.0,0.0
61.222317,208.0777,18.403471,106.21973,16.702742,1.0,0.0,91.80137,1.0,-9.0,6.0,18.0,0.0,67.934105,0.0,1.0,1.0,48.79856,78.93695,3.0,4.222484,1.0,75.0,0.0
-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.0
79.0,292.88486,1.0,85.58942,19.0,0.0,0.0,97.0,73.37489,6.0,6.0,20.444386,1.0,25.0,0.0,1.0,1.0,31.802351,93.43031,3.0,2.0,0.0,71.0,0.0
73.0,199.14034,2.586232,68.417435,55.868664,0.0,0.0,100.0,-7.0,7.0,8.0,47.362724,6.2721353,29.0,4.0,2.0,2.0,22.84161,90.0,8.0,3.0,0.0,50.0,0.0
63.54869,195.99237,7.0371833,97.33217,17.0,2.0,2.0,89.095245,23.2367,6.0,5.0,18.135998,0.20232564,38.23099,0.0,5.0,5.071152,91.73538,87.098724,1.0,2.0,0.0,82.27552,0.0
69.0,345.27606,9.0,106.67045,33.561226,0.0,0.0,100.0,-7.0,7.0,8.0,34.0,0.0,39.0,4.0,1.0,1.0,61.065895,-8.0,9.5475445,3.0,2.0,83.0,0.0
84.003136,295.36212,40.860664,80.0,17.68446,0.0,0.0,100.0,-7.0,7.0,8.0,26.0,0.0,-9.0,5.5184565,0.0,0.0,8.0,-8.0,3.0,-8.0,0.0,42.08685,0.0
76.05805,139.46205,3.0,59.249874,21.0,1.0,0.0,88.33807,26.331675,6.0,5.0,25.203043,3.0,53.658257,0.0,1.0,1.0,8.020388,51.927254,2.0,3.0,0.0,62.722298,0.0
88.0,193.43547,32.939606,96.0,17.0,0.0,0.0,100.0,-7.0,7.0,8.0,17.0,0.0,33.0,0.0,0.0,0.0,13.0,60.43373,1.0,2.0,0.0,67.0,0.0
86.0,158.04381,18.106138,83.23664,25.0,0.0,0.0,100.0,-7.0,7.0,8.0,30.75554,0.0,59.617596,6.0,0.0,0.0,14.0,79.838776,3.0,2.0,0.0,50.0,0.0
85.20466,181.42189,3.0,76.0,22.0,0.0,0.0,95.0,16.25268,6.0,6.0,20.28446,3.0,34.060177,0.0,1.0,1.0,0.0,-8.0,1.0,2.0,0.0,33.0,0.0
57.9408,143.51855,5.0,84.77492,14.0,4.25232,5.00837,79.16234,3.9055023,0.0,-9.0,14.414917,1.0,36.0,2.0,2.0,1.0,3.0,-8.0,1.0,1.0,0.0,60.0,0.0
79.0,193.26952,46.44229,79.0,9.0,0.0,0.0,100.0,-7.0,7.0,8.0,8.258599,0.0,56.69088,0.0,0.0,0.0,56.02244,-8.0,2.0,2.0,0.0,87.29445,0.0
79.0,277.49194,22.870434,115.927315,16.0,2.0,0.0,84.87404,22.769646,6.0,3.8553185,18.0,0.0,50.0,-8.0,0.0,0.0,68.18138,-8.0,3.0,1.0,0.0,78.694664,0.0
68.0,460.73108,10.0,107.09502,28.0,2.0,0.0,80.597855,7.112043,6.0,4.0,32.0,2.0,0.0,3.0,1.0,1.0,9.0,76.738174,11.0,2.0,0.0,75.0,0.0
59.80004,202.51413,3.0,72.0,17.062365,0.0,0.0,74.825745,-7.0,4.0,6.0,21.0,3.0,28.0,0.0,1.0,1.0,81.55772,50.764465,4.0,2.0,4.0,71.0,0.0
84.0,210.11093,12.484284,96.153404,24.833483,0.0,0.0,100.0,-7.0,7.0,8.0,26.23575,1.0,38.0,13.015554,0.0,0.0,1.0,-8.0,2.0,1.0,0.0,40.0,0.0
77.629555,375.21533,59.697983,207.88159,16.0,0.0,0.0,100.0,-7.0,7.0,8.0,18.0,0.0,17.70218,9.614176,0.0,0.0,60.079365,45.623554,7.640419,3.0,4.442391,100.0,0.0
78.0,275.5949,4.0,86.99688,25.0,0.0,0.0,100.0,-7.0,7.0,8.0,24.520523,1.0,18.0,0.0,1.0,1.0,20.907494,-8.0,2.0,1.0,0.0,38.0,0.0
84.0,383.9313,8.521931,314.7391,28.0,0.0,0.0,93.0,43.803642,6.0,6.0,27.0,1.0,14.968899,0.0,0.0,0.0,1.0,-8.0,3.0,-3.9402559,0.0,38.0,0.0
84.0,232.52715,2.0,92.85176,31.0,0.0,0.0,100.0,-7.0,7.0,8.0,23.742605,3.0,46.79261,0.0,2.0,2.0,15.0,70.2315,2.0,3.0,0.0,33.0,0.0
90.0,249.64552,24.575172,117.520096,14.772328,0.0,0.0,100.0,-7.0,7.0,8.0,15.0,0.0,20.0,0.0,0.0,0.0,4.0,-8.0,1.0,1.0,0.0,35.043694,0.0
92.482185,240.32324,17.0,117.66335,16.0,0.0,0.0,100.0,-7.0,7.0,8.0,16.0,0.0,25.257853,-7.0,0.0,0.0,1.0,-8.0,2.0,-8.0,0.0,32.417553,0.0
68.0,259.70862,10.0,73.32905,40.0,0.0,0.0,94.0,-7.0,3.815698,6.0,43.162277,5.0,37.0,0.0,0.28414434,0.0,14.0,86.66483,5.0,3.0,0.0,69.8198,0.0
81.0,167.7896,9.648712,63.821712,10.0,0.0,0.0,100.0,-7.0,7.0,8.0,7.0,2.0,83.44599,0.0,0.0,0.0,51.945812,-8.0,3.0,1.0,0.0,96.638275,0.0
82.0,204.21426,4.0,105.31659,13.934907,0.0,0.0,100.0,-7.0,7.0,8.0,13.0,1.0,27.061335,0.0,0.0,0.0,15.452069,88.48854,3.0,2.0,0.0,68.31817,0.0
84.00821,149.02327,2.0,72.82281,27.0,0.0,0.0,100.0,-7.0,7.0,8.0,16.0,2.0,14.504191,5.0,1.0,1.0,1.0,77.731804,6.0,1.0,0.0,50.0,0.0
76.0,149.9855,19.943985,74.39706,15.0,0.0,0.0,89.12563,29.835684,6.0,6.0,9.0,0.0,14.0,0.0,1.0,1.0,19.0,-8.0,4.0,1.0,0.0,60.24228,0.0
77.0,208.2194,7.0,99.96774,49.468082,0.0,0.0,98.0,23.78486,5.92441,6.0,56.265945,1.0,17.373528,2.6371825,1.0,1.0,15.0,61.96205,2.0,3.0,0.0,25.0,0.0
83.0,231.34172,2.0,87.35022,22.0,0.0,0.0,100.0,-7.0,6.0,8.0,27.0,3.0,29.0,0.0,0.0,0.0,20.508825,64.76379,5.0,1.0,0.0,67.79201,0.0
83.55738,109.428604,3.0,39.350075,17.0,0.0,0.0,100.0,-7.0,7.0,8.0,18.0,2.0,32.0,0.0,1.0,1.0,1.0,-8.0,1.0,1.0,0.0,25.0,0.0
68.340515,116.49497,2.7634387,57.373962,23.0,0.0,0.0,91.54738,23.692688,6.0,6.0,26.0,3.0,27.0,0.0,5.774161,5.1955943,18.85519,75.4104,4.7832727,1.0,0.0,60.0,0.0
90.62057,419.78558,52.67508,117.1406,23.0,0.0,0.0,100.0,-7.0,7.0,8.0,20.0,0.0,29.0,9.93967,0.0,0.0,3.6335042,-8.0,1.0,1.0,0.0,18.858501,0.0
68.195755,235.1545,3.0,85.37638,19.690208,0.0,0.0,100.0,-7.0,7.0,8.0,15.0,1.0,36.0,3.0,2.0,2.0,66.22335,-8.0,2.0,3.0,2.0,57.0,0.0
79.0,102.60813,6.0,33.926712,12.0,0.0,0.0,100.0,-7.0,7.0,8.0,14.0,3.0,25.0,2.0,2.0,2.0,0.0,92.06838,1.0,2.0,0.0,33.0,0.0
90.0,377.60498,20.0,84.96673,24.0,0.0,0.0,100.0,-7.0,7.0,8.0,29.0,0.0,29.0,-8.0,0.0,0.0,4.009986,-8.0,2.0,1.0,0.0,67.0,0.0
79.0,343.12903,4.0,78.98631,28.0,0.0,0.0,100.0,-7.0,7.0,8.0,21.0,2.0,34.899403,8.301431,0.0,0.0,34.0,82.06219,4.0,2.0,0.0,78.75252,0.0
91.0,370.74283,27.685287,162.16704,9.306909,0.0,0.0,100.0,-7.0,7.0,8.0,5.934014,0.0,20.0,0.0,0.0,0.0,6.0,-8.0,3.0,-8.0,0.0,83.0,0.0
78.0,341.6557,15.0,162.74657,11.043368,0.0,0.0,72.13053,16.294506,6.0,6.0,4.978101,0.0,33.0,-8.914437,0.0,0.0,31.157135,84.472824,2.0,2.0,1.0,88.388535,0.0
78.0,189.91003,5.6663103,72.0,49.056057,0.0,0.0,100.0,-7.0,7.0,8.0,42.0,3.0,24.0,3.0,1.0,1.0,3.0,-8.0,4.0,2.0,0.0,22.919598,0.0
74.19974,155.7304,6.0,76.0,32.19238,0.0,0.0,100.0,-7.0,7.0,8.0,31.431856,2.0,15.012259,3.0,1.0,1.0,55.497654,-8.0,4.0,1.0,1.0,38.0,0.0
72.0,233.92024,2.0,74.0,24.92346,0.0,0.0,92.0,-7.0,6.0,6.0,32.0,3.0,44.38496,0.0,1.0,1.0,47.3398,34.51096,2.0,3.0,1.0,82.13604,0.0
86.0,313.79144,3.0,100.00346,27.9918,0.0,0.0,100.0,-7.0,7.0,8.0,37.988827,2.0,13.0,0.0,0.0,0.0,4.0,-8.0,4.0,1.0,0.0,40.0,0.0
89.74099,205.867,11.0,125.11576,39.495937,0.0,0.0,100.0,-7.0,7.0,8.0,42.0,0.0,0.0,-9.0,0.0,0.0,2.0,-8.0,2.0,1.0,0.0,11.71371,0.0
78.0,332.28125,2.9489658,103.223305,30.169426,0.0,0.0,100.0,-7.0,7.0,8.0,26.0,1.0,20.135355,0.0,0.0,0.0,39.292423,98.17436,4.0,2.0,1.0,30.737385,0.0
70.0,235.18341,2.0,130.98627,13.0,0.0,0.0,100.0,-7.0,7.0,8.0,15.0,1.0,22.0,-7.0,0.0,0.0,77.048485,99.92795,10.343951,2.0,3.0,100.0,0.0
82.9575,312.1483,11.0,104.774994,21.0,1.0,1.0,96.0,-7.0,4.0,5.0,17.0,0.0,36.0,8.903298,0.0,0.0,1.0,-8.0,3.0,1.0,0.0,52.122944,0.0
91.0,337.30685,190.75221,151.58545,10.0,0.0,0.0,100.0,-7.0,7.0,8.0,7.0,0.0,20.0,0.0,0.0,0.0,14.522192,-8.0,1.0,-8.0,0.0,36.392685,0.0
74.0,192.59364,25.581684,84.60221,41.593937,0.0,0.0,100.0,-7.0,7.0,8.0,42.194252,0.0,28.119938,10.542443,0.0,0.0,43.62331,-8.0,6.0,2.0,1.0,40.0,0.0
73.0,432.9448,1.0,110.78866,27.0,0.0,0.0,100.0,-7.0,7.0,8.0,37.0,4.0,29.0,0.0,0.0,0.0,38.750027,74.2824,7.0,2.0,2.0,57.016815,0.0
78.278145,121.018875,2.9210804,90.0,18.0,1.0,0.0,90.269485,16.079172,6.0,5.0,16.0,2.0,38.395084,0.0,0.0,0.0,0.0,76.164116,1.0,7.659971,0.0,67.0,0.0
91.0,115.25877,2.0,176.00002,11.101737,0.0,0.0,100.0,-7.0,7.0,8.0,1.0907722,1.0,20.874697,22.645359,0.0,0.0,3.2849462,59.16299,1.0,1.0,0.0,38.0,0.0
91.49686,216.35368,21.91497,104.47373,7.0,0.0,0.0,100.0,-7.0,7.0,8.0,10.0,0.0,23.0,2.0,1.0,1.0,1.0,-8.0,1.0,-8.0,0.0,33.0,0.0
-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.0
-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.0
86.0,342.6019,4.0,83.77923,25.104181,0.0,0.0,100.0,-7.0,7.0,8.0,28.0,2.0,60.048153,-9.0,0.0,0.0,19.0,76.611916,6.0,3.0,0.0,87.53322,0.0
78.0,172.77895,3.0,68.0,16.938398,0.0,0.0,100.0,-7.0,7.0,8.0,23.144846,1.0,67.901855,0.0,0.0,0.0,48.86776,82.72966,3.0,3.0,0.0,100.0,0.0
78.0,156.32976,4.0,68.0,48.20554,0.0,0.0,100.0,-7.0,7.0,8.0,51.978294,4.0,27.0,3.0,2.0,2.0,7.0,-8.0,7.0,1.0,1.0,43.582077,0.0
61.794266,49.007744,5.0,57.62898,20.0,0.0,0.0,74.32927,20.451366,6.0,6.0,23.0,4.0,55.658306,0.0,0.0,0.0,44.473007,95.6671,2.0,2.0,0.0,67.0,0.0
70.386894,221.31792,2.0,93.945435,24.0,0.0,0.0,100.0,-7.0,7.0,8.0,22.0,2.0,67.375244,0.0,2.9649343,3.0,84.861725,73.45456,3.0,2.0,0.0,100.0,0.0
79.0,6.4741826,3.0,233.76904,22.0,1.0,0.0,92.51759,59.46603,6.0,5.0,14.809073,1.0,14.0,-8.0,1.0,1.0,14.0,-8.0,7.0,1.0,0.0,52.28202,0.0
88.0,213.05188,31.637424,113.419624,32.026154,0.0,0.0,100.0,-7.0,7.0,8.0,20.0,0.0,32.0,0.0,1.0,1.0,1.0,-8.0,4.944773,1.0,0.0,37.28979,0.0
75.0,193.1004,5.0,83.80391,25.0,0.0,0.0,94.0,26.799055,6.0,6.0,28.0,1.0,30.089394,0.0,1.0,1.0,66.025085,64.814995,4.0,3.0,2.0,57.0,0.0
68.0,377.4686,44.833485,298.78952,20.0,1.0,0.0,74.36558,10.125743,4.0,5.0,23.0,0.0,33.0,0.0,0.0,0.0,16.0,49.731445,10.495195,2.0,0.96799743,60.879196,0.0
63.0,314.82474,5.0,63.68083,21.383112,0.0,0.0,91.274734,31.419125,6.0,6.0,27.0,3.0,23.970955,0.0,1.0,1.0,60.352707,-8.0,9.0,1.0,5.671882,85.65113,0.0
81.0,340.2678,11.0,100.09374,16.920511,1.0,0.0,93.0,76.55907,6.0,5.0,15.278218,1.0,33.0,1.0,3.0,3.0,8.0,84.79929,3.0,2.0,0.0,63.460247,0.0
91.0,146.04292,-9.0,76.0,14.27811,0.0,0.0,100.0,-7.0,7.0,8.0,21.366802,2.0,45.0,0.0,1.0,1.0,4.0,-8.0,3.0,1.0,0.0,67.0,0.0
84.0,290.58173,8.9938545,92.993774,16.0,0.0,0.0,95.0,47.747036,6.0,6.0,16.0,1.0,37.067272,0.0,0.0,0.0,1.0,86.90206,1.030752,1.0,0.0,34.930004,0.0
81.0,266.08832,3.0,90.84026,32.0,0.0,0.0,100.0,-7.0,7.0,8.0,40.506428,2.0,40.0,0.0,2.0,2.0,28.240234,52.84733,4.569138,2.0,0.0,60.0,0.0
70.0,269.93454,17.0,67.999115,21.31743,0.0,0.0,96.0,43.554577,6.0,6.0,25.0,0.0,29.0,0.0,2.0,2.0,43.47055,55.17731,1.5802506,3.0,1.0,73.0,0.0
82.0,263.5447,4.0,75.60858,32.0,0.0,0.0,96.0,29.493082,6.0,6.0,41.583252,3.0,20.0,0.0,3.0,3.0,8.0,-8.0,1.0,1.0,0.0,25.0,0.0
70.0,189.10611,7.944112,91.80349,31.663927,0.0,0.0,100.0,-7.0,7.0,8.0,32.0,0.0,29.0,0.0,3.0,3.0,46.62268,-8.0,2.0,3.0,0.0,73.0,0.0
69.0,116.022545,2.93457,23.106028,30.0,0.0,0.0,99.15414,49.53108,6.0,6.0,26.369669,9.401076,25.0,0.0,12.90328,14.856198,12.0,-8.0,4.0,1.0,0.0,42.7367,0.0
71.243965,264.4588,7.0,100.03711,24.0,3.0,2.2516358,92.0,24.385462,6.0,6.0,20.0,1.0,11.0,0.0,2.0,2.0,48.175636,-8.0,3.0,1.0,0.0,34.11864,0.0
63.0,259.21997,4.0,102.87321,30.368767,2.0,2.0269084,90.24756,34.467575,6.0,2.0,27.0,2.0,50.0,0.0,3.0,3.0,56.61411,93.980034,8.061155,8.01499,3.0,100.0,0.0
72.0,178.68344,7.0,59.494633,21.0,0.0,0.0,100.0,-7.0,7.0,8.0,18.0,2.0,23.0,6.363036,2.0,2.0,45.749355,-8.0,4.0,1.0,0.6330613,67.0,0.0
84.0,110.51347,4.0,68.516335,10.5242815,0.0,0.0,100.0,-7.0,7.0,8.0,7.393226,1.0,29.0,0.0,1.0,1.0,1.0,42.21401,3.0,1.0,0.0,73.8348,0.0
66.16758,261.83014,4.0,80.39329,40.297752,0.0,0.0,100.0,-7.0,7.0,8.0,48.01804,4.0,45.920418,3.0,4.0,3.0,55.162037,87.8607,4.0,5.0,6.1458297,50.0,0.0
85.0,185.80751,7.0,138.02847,28.956076,0.0,0.0,100.0,-7.0,7.0,8.0,30.641321,1.0,40.0,21.883358,0.0,0.0,8.0,-8.0,4.0,1.0,1.0,80.0,0.0
83.0,159.19344,43.812756,105.503944,18.0,0.0,0.0,100.0,-7.0,7.0,8.0,22.0,0.0,10.887883,8.652805,0.0,0.0,8.0,-8.0,2.0,1.0,0.0,35.39784,0.0
-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.0
69.0,81.7997,2.2537682,72.76255,33.5212,0.0,0.0,100.0,-7.0,7.0,8.0,7.1781826,8.335622,32.108242,0.0,1.0,1.0,15.0,94.41465,6.0,3.0,1.2812576,56.0,0.0
77.785324,190.26944,15.200043,75.49624,14.955469,1.0,1.0,89.0,79.18273,6.0,-0.20013933,15.0,0.0,40.0,0.0,0.0,0.0,0.0,-8.0,0.9971537,1.0,0.0,22.466478,0.0
66.0,227.87111,2.0,80.0,40.0,0.0,0.0,97.75876,43.93974,6.0,6.0,42.0,4.205349,35.0,13.339764,0.0,0.0,27.0,58.49852,9.0,16.037365,1.0,63.215565,0.0
84.0,187.35106,5.0,67.11078,13.0,0.0,0.0,100.0,-7.0,7.0,8.0,14.279535,1.0,22.890348,12.99524,0.0,0.0,3.0,97.45869,1.0,1.0,0.0,38.0,0.0
86.0,105.81368,2.0,102.0,34.13688,0.0,0.0,100.0,-7.0,7.0,8.0,32.0,3.0,33.52506,0.0,1.0,1.0,2.0,94.611565,3.0,2.0,0.0,38.36351,0.0
-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.0
65.0,193.7881,10.0,54.386898,14.0,0.0,0.0,66.33237,5.000971,4.0,6.0,14.0,1.0,53.39113,8.0,0.0,0.0,35.483814,68.709015,2.0,4.0,0.0,81.801636,0.0
83.114914,150.9582,1.0,90.0,34.418312,0.0,0.0,100.0,-7.0,7.0,8.0,35.141792,3.0,19.0,0.0,0.0,0.0,3.0,-8.0,3.0,1.0,0.0,33.0,0.0
82.0,788.75726,12.0,105.8651,23.91166,1.0,1.0,95.40406,4.2416716,0.0,4.9113283,18.322378,0.0,37.89764,22.79222,0.0,0.0,1.0,39.709488,3.0,2.0,0.0,70.918785,0.0
66.0,241.64468,17.0,96.0,39.26597,0.0,0.0,97.0,33.96013,6.0,6.0,42.0,2.0,55.292164,-7.0,0.0,0.0,80.207245,77.14743,2.0,3.0,0.0,44.0,0.0
56.897114,272.2926,4.0,103.47778,22.0,1.0,1.0,85.50788,3.0,-9.0,5.0,28.0,1.0,36.1177,0.0,2.0,2.0,53.721333,-8.0,5.0,1.0,0.0,82.646034,0.0
79.0,77.78915,4.0,-9.0,-1.0325834,0.0,0.0,100.0,-7.0,7.0,8.0,6.089753,3.0,13.0,9.568502,0.0,0.0,18.0,88.710976,2.0,2.0,0.0,80.0,0.0
75.0,192.11967,2.0,93.498924,17.0,0.0,0.0,88.4268,80.4663,6.0,6.0,21.647688,1.0,54.743572,0.0,0.0,0.0,4.0,95.11365,2.0,3.0,0.0,80.21206,0.0
65.0,177.16629,61.879444,83.70653,12.0,3.966223,1.0,78.44428,21.635054,6.0,5.0,9.0,0.0,47.721924,1.0,0.0,0.0,0.0,-8.0,-2.576614,-9.0,0.0,-9.0,0.0
-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.0
65.0,144.09192,5.0,54.81711,18.0,0.0,0.0,92.94289,4.610198,4.0,6.0,14.986202,4.0,23.0,0.0,1.0,1.0,35.864693,-8.0,3.0,1.0,0.0,50.101833,0.0
69.0,164.23383,2.0,89.75448,18.47073,0.0,0.0,93.0,7.906916,2.4955738,6.0,24.0,1.0,23.0,0.0,2.0,2.0,19.006977,73.01622,1.0,5.0,0.0,80.18184,0.0
67.0,334.3891,8.0,100.127396,23.0,0.0,0.0,84.03568,31.187597,6.0,6.0,27.0,1.0,21.0,-7.0,0.0,0.0,56.325443,-8.0,8.0,1.0,3.0,75.0,0.0
81.32718,151.37889,8.240232,72.19122,19.0,0.0,0.0,100.0,-7.0,7.0,8.0,13.0,2.0,57.843933,0.0,2.0,2.0,16.0,54.337986,1.0,2.0,2.0,50.0,0.0
-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.0
66.51941,323.7968,29.369514,136.60994,27.0,0.0,0.0,93.0,-7.0,4.0,6.0,28.0,0.0,29.654161,4.0,0.0,0.0,35.16903,-8.0,4.0,2.0,0.0,67.0,0.0
85.0,432.44882,9.0,158.20615,13.0,0.0,0.0,100.0,-7.0,7.0,8.0,6.6108418,0.8056688,25.455816,0.0,1.0,1.0,11.0,-8.0,4.0,-8.0,0.0,56.0,0.0
68.0,148.3686,11.0,71.0,15.0,1.0,0.0,90.0,7.7077436,4.0,5.0,15.290572,1.0,55.997402,-7.0,0.0,0.0,36.65037,91.87294,2.0,1.0,0.0,67.0,0.0
74.0771,132.23444,4.0,51.384872,13.0,0.0,0.0,94.0,34.99748,6.0,6.0,11.096013,2.0,36.0,-7.0,2.0,2.0,2.0,49.93638,2.0,3.0,0.0,83.0,0.0
77.55657,138.35237,1.0,61.498726,18.0,0.0,0.0,96.0,49.68783,6.0,6.0,17.0,1.0,14.814262,0.56247205,1.0,1.0,20.07505,-8.0,2.0,1.0,1.0,25.0,0.0
74.55145,232.40208,5.0,68.697495,27.0,0.0,0.0,100.0,-7.0,7.0,8.0,27.0,2.0,-9.0,9.55363,0.0,0.0,34.0,-8.0,5.0,1.0,0.0,42.67896,0.0
68.0,91.21113,2.0,21.781757,7.6440115,0.0,0.0,100.0,-7.0,7.0,8.0,5.392848,3.0,53.20718,0.0,2.0,2.0,91.5062,69.617836,0.68428564,3.0,0.0,84.90672,0.0
73.0,230.27617,4.0,92.0,10.2520685,2.0,1.0,83.3621,64.03143,6.0,5.0,14.0,2.0,50.0,3.3254206,0.0,0.0,-2.9161355,-8.0,0.88640857,1.0,0.0,40.0,0.0
66.0,210.38446,3.0,105.10099,32.0,0.0,0.0,93.826965,19.787325,6.0,6.0,30.0,1.0,22.877285,2.0,1.0,1.0,65.22442,88.20205,7.0,3.0,3.0,67.0,0.0
86.0,221.70132,3.0,120.71875,16.0,0.0,0.0,100.0,-7.0,7.0,8.0,20.0,1.0,21.436808,0.0,1.0,1.0,16.0,66.70012,3.0,2.0,0.0,50.0,0.0
83.50656,248.09476,5.0,105.430336,32.21786,0.0,0.0,95.0,19.872543,6.0,6.0,42.0,1.0,44.06837,-7.0,0.0,0.0,15.147617,55.462887,5.0,3.5173244,0.0,64.0,0.0
89.0,216.57996,17.162123,103.12455,13.0,0.0,0.0,100.0,-7.0,7.0,8.0,15.0,0.0,14.676927,0.0,0.0,0.0,5.0,53.14405,3.31703,1.0,0.0,64.050415,0.0
64.0,207.3551,4.0,74.37189,39.351467,0.0,0.0,91.6742,39.957043,6.0,6.0,47.735867,4.0,23.0,0.0,1.0,1.0,63.54406,-8.0,21.470144,2.0,3.2531743,100.0,0.0
73.0,281.61417,2.0,74.0,45.227386,1.0,1.0,100.0,-7.0,1.6128744,8.0,57.402752,4.0,18.34236,0.0,1.0,1.0,30.926949,65.640114,4.0,2.0,1.0,55.42926,0.0
87.92598,268.83258,4.0,110.304695,15.300996,0.0,0.0,100.0,-7.0,7.0,8.0,22.0,2.3212206,14.0,16.139874,0.0,0.0,1.0,92.6114,2.0,1.0,0.0,35.392487,0.0
79.0,-9.0,4.0,62.0,17.0,0.0,0.0,100.0,-7.0,7.0,8.0,0.0,1.0,15.043813,4.0,1.0,1.0,16.265202,-8.0,2.0,1.0,1.0,33.0,0.0
72.0,119.289825,4.0,62.91373,10.0,0.0,0.0,100.0,-7.0,7.0,8.0,8.5880165,2.0,20.56427,11.28802,0.0,0.0,98.04893,-8.0,4.0,1.0,1.0,71.0,0.0
64.0,350.82913,5.0,117.506256,29.0,0.0,0.0,94.65046,2.7860026,4.0,6.0,31.0,1.0,10.832993,0.0,3.0,3.0,49.381466,78.77738,11.0,2.0,1.0,78.846985,0.0
76.0,602.938,11.0,96.55712,20.541054,0.0,0.0,100.0,-7.0,7.0,8.0,22.0,3.0,31.0,3.0,0.0,0.0,68.77391,99.77488,7.9538064,1.0,2.0,100.0,0.0
89.0,353.65082,28.169779,306.2571,6.227287,0.0,0.0,100.0,-7.0,7.0,8.0,7.0,0.0,42.16634,12.3032875,0.0,0.0,5.0,-8.0,1.0,1.0,0.0,80.14757,0.0
86.0,291.43063,5.0,80.0,16.669409,0.0,0.0,100.0,-7.0,7.0,8.0,17.0,3.0,22.0,7.0,0.0,0.0,4.0,97.541595,3.0,1.0,0.0,40.0,0.0
84.0,179.7512,16.0,86.26042,22.64742,0.0,0.0,92.72894,25.566849,6.0,6.0,28.0,0.0,22.0,0.0,1.0,1.0,1.0,-8.0,1.0,3.0,0.0,43.246212,0.0
88.0,367.67435,144.91881,142.2932,7.491891,0.0,0.0,100.0,-7.0,7.0,8.0,5.0,0.0,17.508348,-8.0,0.0,0.0,6.4394464,60.652424,3.0,1.0,0.0,67.0,0.0
