estimate_of_risk,months_since_first_trade,months_since_last_trade,average_duration_of_resolution,number_of_satisfactory_trades,nr_trades_insolvent_for_over_60_days,nr_trades_insolvent_for_over_90_days,percentage_of_legal_trades,months_since_last_illegal_trade,maximum_illegal_trades_over_last_year,maximum_illegal_trades,nr_total_trades,nr_trades_initiated_in_last_year,percentage_of_installment_trades,months_since_last_inquiry_not_recent,nr_inquiries_in_last_6_months,nr_inquiries_in_last_6_months_not_recent,net_fraction_of_revolving_burden,net_fraction_of_installment_burden,nr_revolving_trades_with_balance,nr_installment_trades_with_balance,nr_banks_with_high_ratio,percentage_trades_with_balance,is_at_risk
66.0,160.7652,3.0,83.0,28.0,0.0,0.0,86.0,22.13775,6.0,6.0,18.38973,3.0,21.0,-7.0,0.0,0.0,46.138283,64.1693,6.0,2.0,1.7138758,67.0,1.0
76.2424,121.51266,4.0,12.43664,11.080904,0.0,0.0,92.42606,47.208645,6.0,6.0,14.0,1.0,46.620872,0.0,1.0,1.0,14.0,70.10012,1.0,1.0,0.0,57.0,1.0
62.37961,209.55713,4.0,74.0,33.0,0.0,0.0,90.14254,5.0,4.0,6.0,43.497917,2.0,58.066082,-7.0,0.0,0.0,40.067482,80.13064,4.0,6.051501,0.0,78.0,1.0
64.643005,307.65875,3.0,91.60442,42.58936,0.0,0.0,100.0,-7.0,7.0,8.0,38.97977,6.6841116,21.848001,0.0,0.0,0.0,55.09648,60.0,7.0,2.0,4.5560718,50.0,1.0
62.324593,260.2059,4.0,64.143394,21.0,0.0,0.0,80.52898,23.645266,6.0,6.0,18.058989,2.0,21.930342,0.0,3.0,3.0,83.85324,86.98878,7.0,2.0,4.632621,86.0,1.0
66.580315,-9.0,21.695274,25.13393,-9.0,0.0,0.0,100.0,-7.0,7.0,8.0,-9.0,0.0,99.96935,0.0,0.0,0.0,46.25744,-8.0,1.0,1.0,0.0,82.75766,1.0
68.43243,332.8295,3.0,107.82268,25.645403,0.0,0.0,86.0,-7.0,6.0,6.0,31.0,3.0,23.0,-7.0,2.0,2.0,64.36057,77.88549,9.0,1.0,2.6897523,71.0,1.0
62.86039,163.97202,19.127668,71.0,10.0,0.0,0.0,76.692566,18.03883,6.0,6.0,10.832284,0.0,33.0,0.0,0.0,0.0,78.16551,26.158237,4.9157095,1.0,2.0,83.0,1.0
65.64796,375.66324,20.0,113.99589,34.62615,1.0,1.0,88.89161,2.0,-9.0,3.0,33.0,0.0,23.0,2.0,3.8869524,3.0,11.0,-8.0,6.0,6.0679154,1.0,80.0,1.0
59.208508,199.26709,11.0,67.00543,15.0,0.0,0.0,86.13639,22.910807,6.0,6.0,19.0,0.0,28.0,1.0,1.0,0.0,106.97407,53.02963,5.0,2.0,5.4696283,89.16704,1.0
65.39796,152.46422,8.0,64.08426,24.0,1.0,0.0,81.312004,18.027702,6.0,4.0,22.0,1.0,16.0,0.0,3.0,3.0,52.165173,38.712517,5.0,2.0,5.732975,50.372322,1.0
78.0,101.12993,2.0,49.35315,19.129452,0.0,0.0,97.0,-7.0,6.0,6.0,25.9732,5.0,34.02634,0.0,1.0,1.0,18.209658,66.41094,2.0,2.0,0.0,40.0,1.0
70.0,158.99309,1.227188,78.7836,22.270647,0.0,0.0,90.74252,-7.0,6.0,6.0,23.615108,4.01794,10.58606,23.96868,0.0,0.0,31.598799,-8.0,8.0,1.0,1.0,67.0,1.0
71.0,158.30449,21.226875,81.5548,25.0,0.0,0.0,98.0,4.097801,4.0,6.0,28.0,0.0,24.0,0.0,0.0,0.0,40.259335,53.85967,7.0,4.0,0.0,67.0,1.0
70.97839,142.1182,2.0,63.68382,21.0,0.0,0.0,100.0,-7.0,6.0,7.465827,26.0,2.0,21.0,0.0,2.0,2.0,35.0,42.645943,2.0,2.0,1.0,86.0,1.0
65.0,73.04583,4.0,-3.3838472,20.0,0.0,0.0,100.0,-7.0,7.0,8.0,14.0,2.0,16.47983,20.0056,0.0,0.0,87.943634,98.147934,5.0,2.0,4.8808923,63.0,1.0
-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,1.0
64.170204,410.29144,20.0,99.0,12.0,0.0,0.0,82.265396,-7.0,2.3709905,6.0,13.0,0.0,32.0,0.0,0.0,0.0,9.896096,-8.0,3.0,-8.0,0.0,80.0,1.0
61.614532,105.16715,6.0,72.50607,18.0,1.0,0.0,90.83952,25.977768,6.0,5.0,16.0,1.8227147,37.560574,3.3719046,1.0,1.0,94.71602,74.104935,4.0,2.4689543,6.906599,92.989845,1.0
75.0,207.2192,3.0,83.0,28.0,0.0,0.0,89.22247,11.88098,6.0,6.0,30.528067,2.0,33.01669,0.0,0.0,0.0,10.460207,62.68507,2.0,4.0,0.0,67.0,1.0
74.0,152.31458,2.0,59.307648,5.5926476,0.0,0.0,100.0,-7.0,7.0,8.0,2.459623,1.0,50.0,0.0,2.0,2.0,54.413227,32.24187,3.0,1.0,1.0,91.77061,1.0
75.0,199.01561,19.483236,108.176506,33.0,0.0,0.0,85.92475,14.073389,6.0,6.0,30.0,0.0,30.0,0.0,0.0,0.0,21.117167,-8.0,4.0,2.0,0.0,57.77654,1.0
74.74072,177.12079,11.0,72.80127,10.0,0.0,0.0,92.0,7.8735466,6.0,6.0,12.0,0.0,28.0,0.0,1.0,1.0,35.19423,29.536173,3.0,2.0,0.0,74.943184,1.0
-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,1.0
60.356224,-9.0,2.0,48.361366,20.0,0.0,0.0,100.0,-7.0,7.0,8.0,2.4930882,3.0,23.80802,0.0,3.0,3.0,84.79208,-8.0,4.202959,1.0,10.009656,62.600212,1.0
60.96957,119.06901,7.0,-9.0,-9.0,1.0,0.0,58.45613,22.20728,6.0,5.0,2.8824914,2.0,40.0,0.0,0.0,0.0,55.46194,-8.0,1.0,2.9861488,0.0,80.0,1.0
-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-4.749306,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,1.0
60.171513,58.637844,6.0,-9.0,-9.0,0.0,0.0,100.0,-7.0,7.0,8.0,2.3835373,4.0,37.961052,2.0,1.0,0.0,73.31531,82.09241,4.0,2.0,3.0032537,83.0,1.0
64.5759,183.06508,7.0,119.195465,29.0,1.0,0.0,93.0,30.848164,6.0,5.0,40.007576,2.0,44.0,0.0,0.0,0.0,76.806816,60.0,7.1488934,2.0,4.6110725,73.706985,1.0
60.679916,-8.9769945,4.0,-9.0,-9.0,0.0,0.0,100.0,-7.0,7.0,8.0,7.262936,3.0,55.936787,-7.0,1.0,2.0,108.14905,79.70334,3.0,3.0,3.0,99.411644,1.0
-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,1.0
49.385548,109.89313,11.0,57.138165,-9.0,8.219503,7.680667,-9.0,33.209946,6.0,-1.3802818,-0.077067345,0.0,35.0,-7.0,0.0,0.0,0.0,-8.0,0.0,-8.0,0.0,58.06715,1.0
64.0,125.0388,10.0,63.356613,24.0,0.0,0.0,100.0,-7.0,7.0,8.0,21.0,0.0,24.0,0.0,2.0,2.0,102.14934,-8.0,9.0,2.0,10.730252,91.12337,1.0
57.555565,51.70895,8.0,21.35964,-4.7550764,1.0,1.0,100.0,-7.0,7.0,8.0,10.0,1.0,88.332985,5.0,0.0,0.0,-9.0,-8.0,0.0,3.0,0.0,100.0,1.0
75.0,151.2149,3.0,55.101795,11.962839,2.0,0.0,88.36465,27.538582,6.0,2.229165,20.0,1.0,42.0,0.0,2.0,2.0,-9.0,84.63158,1.0,3.0,0.0,69.46715,1.0
72.0,257.68668,7.0,117.93617,38.0,0.0,0.0,100.0,-7.0,7.0,8.0,57.197857,3.0,30.0,-7.0,3.0,3.0,39.8763,76.18218,9.0,2.0,4.1422353,73.80421,1.0
77.0,152.16185,10.0,76.87497,11.483398,0.0,0.0,100.0,-7.0,7.0,8.0,14.0,0.0,30.0,14.347297,0.0,0.0,52.83259,34.46936,3.0,3.0,1.0,80.62018,1.0
66.0,137.50911,6.0,61.969204,15.0,0.0,0.0,90.0,24.81355,6.0,6.0,19.0,2.0,55.479115,5.0,0.0,0.0,53.72239,22.207048,3.0,4.4822545,1.0,67.0,1.0
-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,1.0
82.0,332.50687,15.903025,86.44845,20.269293,0.0,0.0,89.0289,13.827153,6.0,6.0,26.0,0.0,38.867435,-7.0,0.0,0.0,8.0,78.17842,3.0,3.0,0.0,70.68311,1.0
-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,1.0
66.0,175.88838,2.0,64.12538,42.77461,0.0,0.0,95.0,15.712275,6.0,6.0,54.836906,1.0,31.240528,0.0,5.7223797,5.8576307,67.586464,-8.0,5.0,2.0,0.0,88.38053,1.0
81.0,173.87958,24.635078,60.803562,8.0,0.0,0.0,86.36275,18.008926,6.0,6.0,11.388524,0.0,33.0,-1.6316086,0.0,0.0,32.737648,35.925133,1.0,1.0,0.0,50.0,1.0
75.0,238.07933,3.0,81.19152,7.0,0.0,0.0,100.0,-7.0,7.0,8.0,9.643164,2.0,9.064758,4.0,4.0,3.0,12.0,78.895744,3.0,1.0,1.0,63.0,1.0
-9.0,152.79488,4.838882,49.73517,4.9664483,3.5898843,3.9958022,75.64792,32.08633,6.0,2.6365047,10.0,1.0,99.97013,0.0,2.0,2.0,5.54529,-8.0,1.0,2.2246437,0.0,75.0,1.0
72.0,121.029686,2.0,55.339268,39.753918,0.0,0.0,100.0,-7.0,7.0,8.0,31.0,8.323686,36.0,0.0,0.0,0.0,36.0739,79.0,6.0,4.0,1.0,65.87833,1.0
57.03972,267.60193,4.0,125.1535,33.974358,1.0,0.0,91.0,-7.0,1.3840221,6.0,40.0827,2.0,42.0,5.4107037,0.0,0.0,58.64549,73.52643,10.568459,3.0,1.0361682,67.19739,1.0
80.0,203.33524,15.0,83.0,22.513468,0.0,0.0,91.33598,25.563946,6.0,6.0,35.131775,0.0,66.60916,0.0,0.0,0.0,-9.0,-3.4814782,0.0,2.0,0.0,43.0,1.0
70.0,195.52898,3.0,113.94651,26.304327,2.0,1.0,91.0,33.453613,6.0,5.0,32.558624,4.0,37.17419,0.0,3.0,3.0,71.919205,100.0,5.0,4.0,5.0322604,71.99762,1.0
58.064087,153.01031,6.0,49.23449,14.0,2.0,0.0,84.87986,22.910385,6.0,3.0,17.431858,2.0,30.0,0.0,0.0,0.0,49.478313,66.3821,4.0,3.0,1.0,71.0,1.0
70.34853,305.65698,3.0,99.0,14.496645,0.0,0.0,100.0,-7.0,7.0,8.0,13.0,4.0,38.0,-7.0,0.0,0.0,81.10355,70.41526,4.0,2.0,4.8071246,70.87371,1.0
62.0,125.03616,9.393253,75.5464,11.0,0.0,0.0,80.38641,3.9083662,4.0,6.0,13.0,1.0,39.481586,0.0,0.0,0.0,101.84451,69.33718,4.0,2.0,4.0,100.0,1.0
61.87155,164.56084,6.0,59.02673,27.0,1.0,1.0,100.0,-7.0,0.0010440318,8.0,33.0,3.549914,80.198715,0.0,0.0,0.0,3.0,95.02812,2.0,2.0,0.0,87.239204,1.0
77.0,320.26675,42.01851,100.66752,16.0,0.0,0.0,89.192696,8.740802,6.0,6.0,18.0,0.0,35.0,-7.0,0.0,0.0,1.0,-8.0,1.0,2.0,0.0,25.0,1.0
66.0,64.63287,3.0,40.32922,15.86317,0.0,0.0,100.0,-7.0,7.0,8.0,23.0,5.0,43.0,0.0,1.0,1.0,47.75432,-8.0,6.0,2.0,3.0,83.0,1.0
55.3549,132.27898,3.0,68.55204,21.0,1.0,0.0,79.98926,5.0,4.0,4.0,21.066534,4.0,33.0,1.0,0.0,0.0,69.24764,96.759636,6.1292186,2.0,2.0,89.69892,1.0
70.0,120.90097,6.7732825,37.69698,27.0,0.0,0.0,100.0,-7.0,7.0,8.0,32.0,4.0,27.0,1.0,2.0,2.0,40.21435,69.22111,6.0,2.0,3.0,67.0,1.0
80.0,175.49843,29.030064,117.06475,14.42208,1.0,0.0,89.58202,28.119976,6.0,6.0,20.0,0.0,33.0,-7.0,1.0,0.0,1.0,-8.0,3.0,2.0,0.0,73.37564,1.0
74.0,192.40141,3.0,71.051476,18.0,0.0,0.0,100.0,-7.0,7.0,8.0,20.0,2.0,62.733864,1.0,4.0,4.0,70.03946,97.83156,2.0,3.0,2.0,100.0,1.0
70.0,104.202034,13.0,66.0,8.824795,1.0,0.0,84.40236,52.814644,6.0,5.0,8.0,0.0,49.56841,0.0,0.0,0.0,69.979515,54.81306,2.0,1.0,0.0,93.045204,1.0
68.0,102.62214,9.0,52.291424,16.0,1.0,0.0,85.45163,3.0,4.0,3.0,26.0,3.0,36.0345,-8.0,0.0,0.0,13.91014,-8.0,4.0,1.0,0.0,50.0,1.0
73.0,316.1964,26.168009,77.0,19.0,0.0,0.0,86.40373,24.73209,6.0,6.0,25.0,0.0,42.176685,3.0,1.0,0.0,32.20104,9.126779,2.0,2.0,0.0,58.981316,1.0
62.0,382.66687,19.229275,164.83917,33.827305,0.0,0.0,89.0,-7.0,-9.0,6.0,30.0,0.0,25.0,5.0,0.0,0.0,24.99893,92.99637,6.0,3.0,0.0,50.0,1.0
58.39093,228.85924,1.1844615,84.0,32.60988,1.0,0.0,95.0,33.736416,6.0,5.0,33.654858,2.0,33.0,0.0,2.0,2.0,101.6148,90.15796,6.5975046,3.0,10.892955,56.69817,1.0
76.83311,333.7799,9.0,76.15416,44.50823,0.0,0.0,90.0,2.0,4.0,6.0,53.996746,3.0,11.0,0.0,3.0,3.0,2.0,48.775955,3.0,2.0,0.0,22.649221,1.0
70.0,188.07465,4.0,79.0,16.189985,0.0,0.0,86.00794,16.801733,6.0,6.0,21.0,1.0,17.79839,-8.0,1.0,1.0,37.115284,53.06048,6.0,1.0,2.0,50.0,1.0
67.0,205.6212,15.0,80.93441,30.0,0.0,0.0,92.0,1.0,4.0,6.0,26.0,0.0,23.0,21.529413,0.0,0.0,34.43408,73.110954,4.0,2.0,0.0,60.0,1.0
79.0,280.41214,22.32687,102.42039,10.76876,3.0,1.0,74.64379,6.2023473,6.0,2.0,16.0,0.0,25.0,-7.0,0.0,0.0,2.0,-8.0,3.0,1.0,0.0,59.611153,1.0
69.0,48.62073,10.0,72.0,15.0,3.0,2.0,82.028854,23.26922,6.0,3.0,15.902668,1.0,23.0,0.0,3.0,3.0,33.06651,0.83144736,2.0,1.0,0.0,36.353363,1.0
62.964027,106.43906,16.58337,64.40375,17.0,0.0,0.0,89.0,46.976257,6.0,6.0,12.529413,0.0,40.0,0.0,4.5064483,4.394662,93.630516,74.0,5.0,4.0,9.730112,100.0,1.0
83.99149,130.1811,2.0,76.01047,18.0,0.0,0.0,100.0,-7.0,7.0,8.0,17.0,2.0,15.714065,0.0,1.0,1.0,13.0,-8.0,2.0,-8.0,0.0,40.0,1.0
66.0,299.0013,2.0,178.83762,28.0,1.0,0.0,93.0,48.118828,6.0,5.594047,47.258743,2.0,28.0,0.0,0.0,0.0,93.25865,137.53995,5.0,2.0,3.0,90.71247,1.0
66.0,-9.0,4.0,107.57029,16.655718,0.0,0.0,89.0,24.813505,6.0,6.0,-9.0,2.0,24.0,-5.2966723,0.0,0.0,71.30165,71.064476,7.0,1.9586256,3.0,71.28606,1.0
-9.0,95.202736,8.0,10.694666,-9.0,1.0,1.0,68.90517,-7.0,6.0,5.0,6.5717015,2.0,98.01121,-7.0,1.0,0.58227885,118.65037,51.87084,2.0,3.0,2.0,100.0,1.0
62.099537,127.20167,18.45493,66.0,-9.0,2.0,0.0,77.90903,12.391936,4.0,2.0,8.436746,0.0,69.1793,0.0,2.0,2.0,2.0,-8.0,0.0,1.0,0.0,86.0,1.0
78.0,298.93564,31.229902,115.88622,-9.0,0.0,0.0,100.0,-7.0,7.0,8.0,-9.0,0.0,50.0,0.0,0.0,0.0,69.929245,4.855387,1.0,2.0,1.0,95.86992,1.0
65.42811,263.62125,18.156864,73.25076,12.0,3.8391886,3.918397,89.0,5.035529,4.0,6.0,15.064817,0.0,89.89733,0.0,0.0,0.0,80.89489,-8.0,2.0,3.1576111,1.0,100.0,1.0
68.0,121.38867,7.0,54.63124,13.0,0.0,0.0,100.0,-7.0,7.0,8.0,14.0,1.0,20.0,0.0,1.0,1.0,17.0,-8.0,1.0,1.0,1.0,50.0,1.0
70.923325,180.02846,20.0,113.30601,-1.2849493,1.0,0.0,-9.0,19.067299,6.0,5.0,3.5240154,0.0,50.0,2.6560616,0.0,0.0,-4.023616,-8.0,1.0,1.0,0.0,75.0,1.0
70.1332,-8.0,30.769695,11.605126,5.642801,0.0,0.0,100.0,-7.0,7.0,8.0,4.6313734,0.0,71.991585,0.0,3.0,3.0,18.477285,31.87526,2.0,2.0,0.0,100.0,1.0
81.0,200.44041,52.22842,80.0,2.7739322,0.0,0.0,100.0,-7.0,7.0,8.0,-9.0,0.0,50.96283,-8.0,0.0,0.0,-8.437046,-8.0,1.0,1.0,0.0,35.940372,1.0
10.32526,203.13147,10.8737,68.0,14.0,1.0,0.0,11.581357,7.885537,6.0,6.0,13.308742,0.0,36.0,0.0,0.0,0.0,62.210194,95.54902,6.0,5.9058228,1.0,83.0,1.0
59.59274,287.49554,22.288252,96.36659,31.0,1.0,0.0,80.71722,4.0414796,4.0,2.6153684,35.0,0.0,46.972275,-7.0,3.0,3.0,86.42691,-8.0,5.0,4.0,4.0,100.0,1.0
65.0,-8.0,3.751411,53.308292,15.0,0.0,0.0,100.0,-7.0,7.0,8.0,10.0,2.0,28.283903,0.0,0.0,0.0,78.183685,26.375633,5.0,1.0,9.812362,70.222595,1.0
71.476395,159.61012,16.73639,70.921844,5.502455,1.0,0.0,85.78717,52.769432,6.0,5.0,14.174796,0.0,70.49634,0.0,0.0,0.0,24.98073,44.046898,2.0,2.0,0.0,100.0,1.0
63.073673,311.08395,33.410397,95.06731,25.0,3.9132345,3.5454721,88.11998,50.854885,6.0,5.0,22.976158,0.0,38.0,1.0,3.0,3.0,77.02874,60.94972,3.0,4.0,2.0,67.0,1.0
-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,1.0
62.646156,325.70987,4.0,110.48986,35.31138,0.0,0.0,88.62593,7.710139,6.0,6.0,38.566647,2.0,55.777924,0.0,1.0,1.0,91.1577,72.06252,5.0,20.312101,3.0,100.0,1.0
60.342686,132.81668,4.0,21.895084,14.0,0.0,0.0,100.0,-7.0,7.0,8.0,11.8261595,6.0,32.536743,0.7995339,3.5964172,3.0,67.43315,-7.681866,5.0,4.0,3.0,80.0,1.0
73.79239,134.4501,3.0,65.515884,25.0,0.0,0.0,100.0,-7.0,7.0,8.0,32.0,3.0,31.240578,0.0,0.0,0.0,68.72756,-8.0,3.0,3.0,2.0,75.0,1.0
67.0,358.57553,5.0,39.92356,10.0,0.0,0.0,85.4816,5.0,6.0,6.0,16.0,3.0,40.0,-8.0,1.0,0.0,84.02143,42.045586,1.0,2.0,1.0,71.93866,1.0
62.351345,258.49854,4.9942164,86.48771,20.0,0.0,0.0,91.4412,1.8515996,4.0,6.0,23.130754,2.0,16.0,0.0,4.0,3.0,54.745235,-8.0,6.0,1.0,0.0,64.0,1.0
73.0,202.79399,15.647226,64.56129,13.0,0.0,0.0,77.7917,15.332567,6.0,6.0,20.0,0.0,24.0,0.0,3.0,2.4649618,13.0,53.60308,3.0,2.0,0.0,72.00167,1.0
62.0,123.618095,1.0,34.936317,22.0,0.0,0.0,91.76192,6.487075,6.0,6.0,30.0,6.0,30.721903,0.0,14.132547,16.85594,33.166054,56.540977,2.0,2.0,0.0,43.0,1.0
63.09123,-5.95128,15.981262,49.41848,12.0,0.0,0.0,86.0,23.11222,6.0,6.0,7.3648057,0.0,33.001072,0.0,1.0,1.0,110.71006,52.84259,2.0,2.0,1.0,88.2911,1.0
62.0,135.72958,5.9265513,59.56681,10.0,1.0,0.0,79.78646,23.569353,6.0,4.2699323,13.0,1.0,52.75606,4.590097,0.0,0.0,24.704065,68.0,2.0,2.0,1.0,77.06922,1.0
62.373493,112.90367,12.0,-9.0,-9.0,4.030004,3.119403,76.346054,58.86763,6.0,-9.0,11.057343,0.0,65.68442,0.0,4.0,3.0,77.43768,32.294834,1.0,1.0,0.0,100.0,1.0
-9.0,-9.0,-7.339741,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,1.0
58.42728,199.07048,23.535078,48.088295,18.588657,2.0,1.0,80.674934,56.07104,6.0,4.653838,16.0,0.0,18.674429,0.0,5.5472636,5.7740707,103.29237,21.386866,6.948173,2.0,5.97027,100.0,1.0
91.528496,479.28027,6.4677596,115.143364,-6.5154777,0.0,0.0,100.0,-7.0,7.0,8.0,20.806396,2.0,14.059434,-9.0,0.0,0.0,2.0,-8.0,1.0,1.0,0.0,50.0,1.0
79.0,90.9504,12.0,71.07589,31.0,0.0,0.0,100.0,-7.0,7.0,8.0,19.0,0.0,40.0,0.0,0.0,0.0,3.3003387,71.51202,2.0,3.880531,0.0,50.0,1.0
74.0,106.087524,13.0,72.0,24.0,0.0,0.0,100.0,-7.0,7.0,8.0,15.0,0.0,30.963293,-7.0,1.0,0.0,59.19996,-8.0,4.0,2.0,2.0,71.0,1.0
62.097187,128.35066,3.0,69.54297,33.0,0.0,0.0,91.0,-7.0,4.0,6.0,46.732445,1.0,41.0,-7.0,0.0,0.0,92.24707,45.973835,4.0,5.0,3.0,71.0,1.0
65.0,273.92862,1.0,75.421906,32.77492,0.0,0.0,100.0,-7.0,7.0,8.0,32.0,4.0,19.0,-7.0,1.0,1.968938,64.695465,-8.0,24.820856,2.0,9.886792,100.0,1.0
69.831436,243.6839,2.0,107.36749,5.619111,3.4869668,1.0,77.73127,69.00468,6.0,5.0,15.796248,2.0,43.618233,-7.0,0.0,0.0,23.050634,64.24143,3.0,1.0,0.0,97.10015,1.0
80.0,183.55975,12.0,80.0,14.0,0.0,0.0,100.0,-7.0,7.0,8.0,20.0,1.0,17.0,23.11639,0.0,0.0,11.017434,84.32008,4.0,1.0,0.0,56.0,1.0
72.0,402.72043,22.885098,128.80724,-6.7042937,3.0,2.4610333,78.27082,41.593506,6.0,2.5273979,1.7186133,0.0,11.0,-7.0,0.0,0.0,34.640606,-8.0,3.0,1.0,0.0,57.596107,1.0
80.0,136.37112,1.0,68.66128,38.0,0.0,0.0,100.0,-7.0,7.0,8.0,39.19289,6.7223406,43.0,0.0,2.0,2.0,3.718791,92.0,3.0,6.7377725,0.0,71.0,1.0
68.0,127.86711,24.223366,76.15207,22.73947,2.0,0.0,89.873955,57.972397,6.0,4.0,28.0,0.0,9.467896,12.722673,0.0,0.0,55.16543,-8.0,9.96944,1.0,9.176998,56.0,1.0
-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,1.0
10.294188,-7.7713037,43.463467,-9.0,-9.0,0.0,0.0,100.0,-7.0,7.0,8.0,-9.0,0.0,98.736885,3.0,1.0,1.0,-9.0,-8.0,-9.0,1.0,0.0,31.004128,1.0
77.0,160.85986,19.956106,66.065796,16.0,0.0,0.0,100.0,-7.0,7.0,8.0,16.059708,0.0,86.08158,-0.28898665,2.0,2.0,71.48959,88.89409,1.0,4.0,1.0,84.32974,1.0
82.0,201.26149,13.0,93.0,22.0,0.0,0.0,100.0,-7.0,7.0,8.0,10.3602705,0.0,26.0,0.0,1.0,1.0,16.0,-8.0,4.0,1.0,1.0,44.0,1.0
68.0,333.68436,5.0,77.1891,27.0,1.0,0.0,90.10729,8.823097,4.0,5.1615963,46.25207,2.0,25.0,0.0,4.0,3.0,21.527939,-8.0,4.0,2.0,2.0,50.0,1.0
80.0,103.26098,52.37531,71.54746,9.0,0.0,0.0,100.0,-7.0,7.0,8.0,9.490666,0.0,99.901535,1.1060225,0.0,0.0,-9.0,-8.0,-9.0,2.0,0.0,54.544052,1.0
68.0,207.3338,2.0,81.454414,22.0,0.0,0.0,97.0,21.301186,6.0,6.0,26.185833,4.0,30.159504,1.0,1.0,1.0,63.00672,-8.0,7.0,1.0,4.2207217,78.0,1.0
72.0,131.9233,23.895962,54.3897,13.0,0.0,0.0,100.0,-7.0,7.0,8.0,13.0,0.0,21.10044,0.0,1.0,1.0,69.9926,-8.0,2.0,-8.0,1.0,57.0,1.0
82.75713,139.84766,3.0,53.5633,11.265087,0.0,0.0,100.0,-7.0,7.0,8.0,16.0,2.0,45.278328,19.592342,0.0,0.0,12.0,64.37194,3.0,2.0,0.0,64.07677,1.0
69.31128,130.05386,3.0,74.64826,16.0,0.0,0.0,92.5174,22.918415,6.0,6.0,14.0,4.0,29.725492,4.0,0.0,0.0,45.52034,97.13549,8.101454,2.0,3.0,74.19781,1.0
78.0,-8.0,3.0,83.65724,15.0,0.0,0.0,100.0,-7.0,7.0,8.0,2.591528,3.8183417,26.499044,16.378988,0.0,0.0,67.0642,82.0,3.0,2.0,1.0,80.0,1.0
66.0,130.71614,3.0,21.52434,2.3221488,0.0,0.0,70.29462,17.49302,6.0,6.0,14.0,2.0,90.032845,4.2765164,2.0,2.0,0.0,88.62154,1.0,3.0,-4.404124,80.0,1.0
-9.0,199.7339,5.0,82.0,40.063766,3.8073084,1.0,86.093216,1.0,-9.0,2.5494823,51.77947,2.0,53.99073,10.0,0.0,0.0,36.463936,50.124683,7.0,2.0,1.0,99.73107,1.0
62.98719,146.48915,26.548384,114.0566,13.0,1.0,1.0,86.0,2.4258897,-6.0546937,6.0,8.0,0.0,16.510586,-7.0,0.0,0.0,31.336859,-8.0,6.0,1.0,0.0,67.0,1.0
-9.0,195.21355,12.290448,58.37672,9.0,4.455361,1.0,-9.0,10.454036,4.0,6.0,17.0,0.0,73.70105,0.0,2.0,2.0,-9.0,-8.0,0.0,2.0,-8.538458,100.0,1.0
63.730476,135.3981,26.153778,58.14935,6.8765993,0.0,0.0,96.0,-7.0,6.0,6.0,1.6375426,0.0,96.93699,0.0,2.0,2.0,78.66672,-8.0,1.0,-8.0,0.0,100.0,1.0
69.96056,308.1535,8.0,79.0,38.305122,0.0,0.0,96.0,19.176462,6.0,6.0,49.196564,2.0,32.0,8.021656,0.0,0.0,46.798717,-8.0,7.0,1.4715855,0.0,56.00495,1.0
77.0,186.25583,11.775231,75.42934,15.0,0.0,0.0,86.0,3.4738386,6.0,6.0,19.0,0.0,38.0,0.0,3.0,3.0,2.115712,46.792065,2.0,2.0,0.0,60.0,1.0
